ResourceName,StandardName,Definition,SourceURL
Property,CountyOrParish,"The county, parish or other regional authority.",https://dd.reso.org/DD2.0/Property/CountyOrParish/
Property,CoveredSpaces,The total number of garage and carport spaces.,https://dd.reso.org/DD2.0/Property/CoveredSpaces/
Property,CropsIncludedYN,Indicates whether or not crops are included in the sale of the property.,https://dd.reso.org/DD2.0/Property/CropsIncludedYN/
Property,CrossStreet,The nearest cross streets to the property. This field is in addition to and independent of the Driving Directions field.,https://dd.reso.org/DD2.0/Property/CrossStreet/
Property,CultivatedArea,The measurement or percentage of the property that has been cultivated.,https://dd.reso.org/DD2.0/Property/CultivatedArea/
Property,CumulativeDaysOnMarket,"The cumulative number of days the property is on market, as defined by the MLS business rules.",https://dd.reso.org/DD2.0/Property/CumulativeDaysOnMarket/
Property,CurrentFinancing,"A list of options that describe the type of financing that the seller currently has in place for the property being sold (i.e., Cash, FHA Loan, etc.).",https://dd.reso.org/DD2.0/Property/CurrentFinancing/
Property,CurrentUse,A list of the type(s) of current use of the property. The current use of the property is an important factor in understanding the overall condition of the land and determining appropriateness for intended use.,https://dd.reso.org/DD2.0/Property/CurrentUse/
Property,DOH1,"The Department of Housing decal number for the mobile or manufactured home. For the first or only unit/section, use DOH 1 over DOH 2 or 3.",https://dd.reso.org/DD2.0/Property/DOH1/
Property,DOH2,"The Department of Housing decal number for the mobile or manufactured home. For two units/sections, use DOH 1 and 2 over DOH 3.",https://dd.reso.org/DD2.0/Property/DOH2/
Property,DOH3,"The Department of Housing decal number for the mobile or manufactured home. For two units/sections, use DOH 1 and 2 over DOH 3.",https://dd.reso.org/DD2.0/Property/DOH3/
Property,DaysInMls,"The number of days the listing was on market within the MLS system. Like Days on Market, where the calculation can be based on a number of on-market and off-market events, Days in MLS is best defined as being based upon timestamps of when entry or changes were made in the MLS.",https://dd.reso.org/DD2.0/Property/DaysInMls/
Property,DaysOnMarket,"The number of days the listing is on market, as defined by the MLS business rules.",https://dd.reso.org/DD2.0/Property/DaysOnMarket/
Property,DaysOnSite,"The number of days the listing appeared on the given site, typically a public portal.",https://dd.reso.org/DD2.0/Property/DaysOnSite/
Property,DevelopmentStatus,"A list of the development status of the property, which is an important factor in selling, purchasing and developing land properties.",https://dd.reso.org/DD2.0/Property/DevelopmentStatus/
Property,DirectionFaces,"The compass direction that the main entrance to the building faces (e.g., North, South, East, West, Northeast, Southwest). It may also be known as the building exposure.",https://dd.reso.org/DD2.0/Property/DirectionFaces/
Property,Directions,Driving directions to the property.,https://dd.reso.org/DD2.0/Property/Directions/
Property,Disclaimer,Text that serves as the negation or limitation of the rights under a warranty given by a seller to a buyer.,https://dd.reso.org/DD2.0/Property/Disclaimer/
Property,Disclosures,Legal or pertinent information that should be disclosed to potential buyer's agents.,https://dd.reso.org/DD2.0/Property/Disclosures/
Property,DistanceToBusComments,A textual description of the distance to local bus stops.,https://dd.reso.org/DD2.0/Property/DistanceToBusComments/
Property,DistanceToBusNumeric,The numeric distance from the property to the nearest bus stop.,https://dd.reso.org/DD2.0/Property/DistanceToBusNumeric/
Property,DistanceToBusUnits,"A pick list of the unit linear measurement (i.e., Feet, Meters, Yards, Kilometers, Miles, etc.).",https://dd.reso.org/DD2.0/Property/DistanceToBusUnits/
Property,DistanceToElectricComments,Provides details about the property's access to serviceable electrical utility and the distance to it.,https://dd.reso.org/DD2.0/Property/DistanceToElectricComments/
Property,DistanceToElectricNumeric,The numeric distance from the property to the electrical utility.,https://dd.reso.org/DD2.0/Property/DistanceToElectricNumeric/
Property,DistanceToElectricUnits,"A pick list of the unit linear measurement (i.e., Feet, Meters, Yards, Kilometers, Miles, etc.).",https://dd.reso.org/DD2.0/Property/DistanceToElectricUnits/
Property,DistanceToFreewayComments,A textual description of the distance to freeways.,https://dd.reso.org/DD2.0/Property/DistanceToFreewayComments/
Property,DistanceToFreewayNumeric,The numeric distance from the property to the nearest freeway.,https://dd.reso.org/DD2.0/Property/DistanceToFreewayNumeric/
Property,DistanceToFreewayUnits,"A pick list of the unit linear measurement (i.e., Feet, Meters, Yards, Kilometers, Miles, etc.).",https://dd.reso.org/DD2.0/Property/DistanceToFreewayUnits/
Property,DistanceToGasComments,Provides details about the property's access to serviceable natural gas utility and the distance to it.,https://dd.reso.org/DD2.0/Property/DistanceToGasComments/
Property,DistanceToGasNumeric,The numeric distance from the property to the gas utility.,https://dd.reso.org/DD2.0/Property/DistanceToGasNumeric/
Property,DistanceToGasUnits,"A pick list of the unit linear measurement (i.e., Feet, Meters, Yards, Kilometers, Miles, etc.).",https://dd.reso.org/DD2.0/Property/DistanceToGasUnits/
Property,DistanceToPhoneServiceComments,Provides details about the property's access to phone service and the distance to it.,https://dd.reso.org/DD2.0/Property/DistanceToPhoneServiceComments/
Property,DistanceToPhoneServiceNumeric,The numeric distance from the property to the phone utility.,https://dd.reso.org/DD2.0/Property/DistanceToPhoneServiceNumeric/
Property,DistanceToPhoneServiceUnits,"A pick list of the unit linear measurement (i.e., Feet, Meters, Yards, Kilometers, Miles, etc.).",https://dd.reso.org/DD2.0/Property/DistanceToPhoneServiceUnits/
Property,DistanceToPlaceofWorshipComments,A textual description of the distance to local places of worship.,https://dd.reso.org/DD2.0/Property/DistanceToPlaceofWorshipComments/
Property,DistanceToPlaceofWorshipNumeric,The numeric distance from the property to the nearest place of worship.,https://dd.reso.org/DD2.0/Property/DistanceToPlaceofWorshipNumeric/
Property,DistanceToPlaceofWorshipUnits,"A pick list of the unit linear measurement (i.e., Feet, Meters, Yards, Kilometers, Miles, etc.).",https://dd.reso.org/DD2.0/Property/DistanceToPlaceofWorshipUnits/
Property,DistanceToSchoolBusComments,Distance from the property to the nearest school bus pickup point.,https://dd.reso.org/DD2.0/Property/DistanceToSchoolBusComments/
Property,DistanceToSchoolBusNumeric,The numeric distance from the property to the nearest school bus pickup point.,https://dd.reso.org/DD2.0/Property/DistanceToSchoolBusNumeric/
Property,DistanceToSchoolBusUnits,"A pick list of the unit linear measurement (i.e., Feet, Meters, Yards, Kilometers, Miles, etc.).",https://dd.reso.org/DD2.0/Property/DistanceToSchoolBusUnits/
Property,DistanceToSchoolsComments,A textual description of the distance to local schools.,https://dd.reso.org/DD2.0/Property/DistanceToSchoolsComments/
Property,DistanceToSchoolsNumeric,The numeric distance from the property to the nearest school.,https://dd.reso.org/DD2.0/Property/DistanceToSchoolsNumeric/
Property,DistanceToSchoolsUnits,"A pick list of the unit linear measurement (i.e., Feet, Meters, Yards, Kilometers, Miles, etc.).",https://dd.reso.org/DD2.0/Property/DistanceToSchoolsUnits/
Property,DistanceToSewerComments,Provides details about the property's access to sewer or septic service and the distance to it.,https://dd.reso.org/DD2.0/Property/DistanceToSewerComments/
Property,DistanceToSewerNumeric,The numeric distance from the property to the sewer utility.,https://dd.reso.org/DD2.0/Property/DistanceToSewerNumeric/
Property,DistanceToSewerUnits,"A pick list of the unit linear measurement (i.e., Feet, Meters, Yards, Kilometers, Miles, etc.).",https://dd.reso.org/DD2.0/Property/DistanceToSewerUnits/
Property,DistanceToShoppingComments,"A description of the distance to primary shopping sources, such as groceries, gasoline, clothing or department stores.",https://dd.reso.org/DD2.0/Property/DistanceToShoppingComments/
Property,DistanceToShoppingNumeric,The numeric distance from the property to the nearest shopping.,https://dd.reso.org/DD2.0/Property/DistanceToShoppingNumeric/
Property,DistanceToShoppingUnits,"A pick list of the unit linear measurement (i.e., Feet, Meters, Yards, Kilometers, Miles, etc.).",https://dd.reso.org/DD2.0/Property/DistanceToShoppingUnits/
Property,DistanceToStreetComments,"Provides details about the property's access to a maintained road or street adjacent to the lot, conditions of access and distance to a maintained road.",https://dd.reso.org/DD2.0/Property/DistanceToStreetComments/
Property,DistanceToStreetNumeric,The numeric distance from the property to the street.,https://dd.reso.org/DD2.0/Property/DistanceToStreetNumeric/
Property,DistanceToStreetUnits,"A pick list of the unit linear measurement (i.e., Feet, Meters, Yards, Kilometers, Miles, etc.).",https://dd.reso.org/DD2.0/Property/DistanceToStreetUnits/
Property,DistanceToWaterComments,Provides details about the property's access to serviceable water utility and the distance to it.,https://dd.reso.org/DD2.0/Property/DistanceToWaterComments/
Property,DistanceToWaterNumeric,The numeric distance from the property to the water utility.,https://dd.reso.org/DD2.0/Property/DistanceToWaterNumeric/
Property,DistanceToWaterUnits,"A pick list of the unit linear measurement (i.e., Feet, Meters, Yards, Kilometers, Miles, etc.).",https://dd.reso.org/DD2.0/Property/DistanceToWaterUnits/
Property,DocumentStatus,The statuses a document could be in during a transaction.,https://dd.reso.org/DD2.0/Property/DocumentStatus/
Property,DocumentsAvailable,A list of the documents available for the property. Knowing what documents are available for the property is valuable information.,https://dd.reso.org/DD2.0/Property/DocumentsAvailable/
Property,DocumentsChangeTimestamp,The system-generated timestamp of when the last update or change to the documents for this listing was made.,https://dd.reso.org/DD2.0/Property/DocumentsChangeTimestamp/
Property,DocumentsCount,The total number of documents or supplements included with the listing.,https://dd.reso.org/DD2.0/Property/DocumentsCount/
Property,DoorFeatures,A list of features or description of the doors included in the sale/lease.,https://dd.reso.org/DD2.0/Property/DoorFeatures/
Property,DualOrVariableRateCommissionYN,A commission arrangement in which the seller agrees to pay a specified commission to the listing broker if the property is sold through the efforts of a cooperating broker. The seller pays the listing broker a different commission amount if there is no cooperating broker involved in the sale or the sale occurs due to the efforts of the seller directly.,https://dd.reso.org/DD2.0/Property/DualOrVariableRateCommissionYN/
Property,Electric,"A list of electric-service related features of the property (e.g., 110 Volt, 3 Phase, 220 Volt, RV Hookup). Note: the previous Electric field was renamed to DistanceToElectricComments.",https://dd.reso.org/DD2.0/Property/Electric/
Property,ElectricExpense,The annual expense that is not paid directly by the tenant and is included in the Operating Expense calculations.,https://dd.reso.org/DD2.0/Property/ElectricExpense/
Property,ElectricOnPropertyYN,Indicates whether or not the property currently has electrical utility available on the property.,https://dd.reso.org/DD2.0/Property/ElectricOnPropertyYN/
Property,ElementarySchool,The name of the primary school having a catchment area that includes the associated property.,https://dd.reso.org/DD2.0/Property/ElementarySchool/
Property,ElementarySchoolDistrict,The name of the elementary school district having a catchment area that includes the associated property.,https://dd.reso.org/DD2.0/Property/ElementarySchoolDistrict/
Property,Elevation,"The elevation of the property in relation to sea level. Use the Elevation Units field to communicate the unit of measurement (i.e., feet, meters).",https://dd.reso.org/DD2.0/Property/Elevation/
Property,ElevationUnits,"A pick list of the unit of measurement used in the Elevation field (i.e., Feet, Meters).",https://dd.reso.org/DD2.0/Property/ElevationUnits/
Property,EntryLevel,"A numeric field that describes the level within the structure, single-family residence (SFR) or a unit in a building, where the main entry to the dwelling is located. When a unit has one floor, it is implicit that this is also the level of the unit itself.",https://dd.reso.org/DD2.0/Property/EntryLevel/
Property,EntryLocation,"A description of the main entryway to the property (e.g., elevator, ground level w/ steps, ground level w/o steps, top level).",https://dd.reso.org/DD2.0/Property/EntryLocation/
Property,Exclusions,"Elements of the property that will not be included in the sale (e.g., chandeliers removed prior to close).",https://dd.reso.org/DD2.0/Property/Exclusions/
Property,ExistingLeaseType,"Information about the status of the existing lease on the property (i.e., Net, NNN, NN, Gross, Absolute Net, Escalation Clause, Ground Lease).",https://dd.reso.org/DD2.0/Property/ExistingLeaseType/
Property,ExpirationDate,"The date when the listing agreement will expire. This is the date entered by the agent reflecting when the change contractually occurred or will occur, not a timestamp of when the change was made in the MLS. The expiration date of listings, prior to their expiration, cancellation, sale or lease, is confidential information and should be restricted to the agent and their managers, partners or broker.",https://dd.reso.org/DD2.0/Property/ExpirationDate/
Property,ExteriorFeatures,A list of features or a description of the exterior of the property included in the sale/lease.,https://dd.reso.org/DD2.0/Property/ExteriorFeatures/
Property,FarmCreditServiceInclYN,Indicates whether or not Farm Credit Service shares are included in the price of the property.,https://dd.reso.org/DD2.0/Property/FarmCreditServiceInclYN/
Property,FarmLandAreaSource,"The source of the measurements. This may be a pick list of options showing the source of the measurement (i.e., agent, assessor, estimate). This field applies to all farm area fields (Cultivated, Pasture, Range, Wooded).",https://dd.reso.org/DD2.0/Property/FarmLandAreaSource/
Property,FarmLandAreaUnits,"A pick list of the unit of measurement for the area (i.e., Square Feet, Square Meters, Acres, etc.). This field applies to all farm area fields (e.g., Cultivated, Pasture, Range, Wooded).",https://dd.reso.org/DD2.0/Property/FarmLandAreaUnits/
Property,Fencing,A list of types of fencing found at the property being sold.,https://dd.reso.org/DD2.0/Property/Fencing/
Property,FhaEligibility,The status of the property's FHA eligibility.,https://dd.reso.org/DD2.0/Property/FhaEligibility/
Property,FinancialDataSource,"The source of the rental information (e.g., Accountant, Owner).",https://dd.reso.org/DD2.0/Property/FinancialDataSource/
Property,FireplaceFeatures,A list of features or a description of the fireplace(s) included in the sale/lease.,https://dd.reso.org/DD2.0/Property/FireplaceFeatures/
Property,FireplaceYN,Does the property include a fireplace.,https://dd.reso.org/DD2.0/Property/FireplaceYN/
Property,FireplacesTotal,Indicates whether or not the property includes a fireplace.,https://dd.reso.org/DD2.0/Property/FireplacesTotal/
Property,Flooring,A list of the type(s) of flooring found within the property.,https://dd.reso.org/DD2.0/Property/Flooring/
Property,FoundationArea,The area or dimensions of the footprint of the structure on the lot.,https://dd.reso.org/DD2.0/Property/FoundationArea/
Property,FoundationDetails,A list of the type(s) of foundation on which the property sits.,https://dd.reso.org/DD2.0/Property/FoundationDetails/
Property,FrontageLength,A textual description of the length of the frontages selected in the Frontage Type field.,https://dd.reso.org/DD2.0/Property/FrontageLength/
Property,FrontageType,"A pick list of types of frontage (i.e., Oceanfront, Lakefront, Golf Course, etc.). Information about roads or road frontage should be located in the RoadFrontageType and RoadSurfaceType fields.",https://dd.reso.org/DD2.0/Property/FrontageType/
Property,FuelExpense,The annual expense that is not paid directly by the tenant and is included in the Operating Expense calculations.,https://dd.reso.org/DD2.0/Property/FuelExpense/
Property,Furnished,"The property being leased is furnished, unfurnished or partially furnished.",https://dd.reso.org/DD2.0/Property/Furnished/
Property,FurnitureReplacementExpense,The annual expense that is not paid directly by the tenant and is included in the Operating Expense calculations.,https://dd.reso.org/DD2.0/Property/FurnitureReplacementExpense/
Property,GarageSpaces,The number of spaces in the garage(s).,https://dd.reso.org/DD2.0/Property/GarageSpaces/
Property,GarageYN,"A flag that indicates whether or not the listing has a garage. This flag may be true/false, yes/no or some other true, false or unknown indicator. As with all flags, the field may be null.",https://dd.reso.org/DD2.0/Property/GarageYN/
Property,GardenerExpense,The annual expense that is not paid directly by the tenant and is included in the Operating Expense calculations.,https://dd.reso.org/DD2.0/Property/GardenerExpense/
Property,GrazingPermitsBlmYN,Indicates whether or not the property owner has grazing permits from the Bureau of Land Management.,https://dd.reso.org/DD2.0/Property/GrazingPermitsBlmYN/
Property,GrazingPermitsForestServiceYN,Indicates whether or not the property owner has grazing permits from the Forestry Service.,https://dd.reso.org/DD2.0/Property/GrazingPermitsForestServiceYN/
Property,GrazingPermitsPrivateYN,Indicates whether or not the property owner has private grazing permits.,https://dd.reso.org/DD2.0/Property/GrazingPermitsPrivateYN/
Property,GreenBuildingVerification,"A collection of verifications or certifications awarded to a new or pre-existing residential or commercial structure (e.g., LEED, Energy Star, ICC-700). The collection includes information about the type, year, rating and other details about the awarded performance verification.",https://dd.reso.org/DD2.0/Property/GreenBuildingVerification/
Property,GreenBuildingVerificationType,"A list of available verifications and certifications awarded to a new or pre-existing residential or commercial structures (e.g., LEED, ENERGY STAR, ICC-700).",https://dd.reso.org/DD2.0/Property/GreenBuildingVerificationType/
Property,GreenEnergyEfficient,A pick list of general green attributes such as energy efficient doors or appliances without naming specific elements with ratings that may wane over time.,https://dd.reso.org/DD2.0/Property/GreenEnergyEfficient/
Property,GreenEnergyGeneration,The methods of generating power that are included in the sale or lease.,https://dd.reso.org/DD2.0/Property/GreenEnergyGeneration/
Property,GreenIndoorAirQuality,A pick list of indoor air quality measures without naming specific elements with ratings that may wane over time.,https://dd.reso.org/DD2.0/Property/GreenIndoorAirQuality/
Property,GreenLocation,A pick list describing efficiencies involved with the property's location such as walkability or transportation proximity without naming specific elements with ratings that may wane over time.,https://dd.reso.org/DD2.0/Property/GreenLocation/
Property,GreenSustainability,A pick list of sustainable elements used in the construction of the structure without naming specific elements with ratings that may wane over time.,https://dd.reso.org/DD2.0/Property/GreenSustainability/
Property,GreenVerificationYN,A flag indicating that the listing has a Green Verification.,https://dd.reso.org/DD2.0/Property/GreenVerificationYN/
Property,GreenWaterConservation,A pick list of general water conserving attributes of the property such as landscaping or reclamation without naming specific elements with ratings that may wane over time.,https://dd.reso.org/DD2.0/Property/GreenWaterConservation/
Property,GrossIncome,The actual current income from rent and all other revenue-generating sources.,https://dd.reso.org/DD2.0/Property/GrossIncome/
Property,GrossLivingAreaAnsi,The total livable area with the structure as measured using American National Standards Institute (ANSI) measurement guidelines.,https://dd.reso.org/DD2.0/Property/GrossLivingAreaAnsi/
Property,GrossScheduledIncome,The maximum amount of annual rent collected if the property were 100% occupied all year and all tenants paid their rent.,https://dd.reso.org/DD2.0/Property/GrossScheduledIncome/
Property,HabitableResidenceYN,Indicates whether or not the property includes a structure that can be lived in.,https://dd.reso.org/DD2.0/Property/HabitableResidenceYN/
Property,Heating,A list describing the heating features of the property.,https://dd.reso.org/DD2.0/Property/Heating/
Property,HeatingYN,Indicates whether or not the property has heating.,https://dd.reso.org/DD2.0/Property/HeatingYN/
Property,HighSchool,The name of the high school having a catchment area that includes the associated property.,https://dd.reso.org/DD2.0/Property/HighSchool/
Property,HighSchoolDistrict,"The name of the high school district having a catchment area that includes the associated property. When only one school district is used, this field should be used over any other junior high or elementary school districts.",https://dd.reso.org/DD2.0/Property/HighSchoolDistrict/
Property,HistoryTransactional,A collection of historical items related to the property record.,https://dd.reso.org/DD2.0/Property/HistoryTransactional/
Property,HomeWarrantyYN,Indicates whether or not a home warranty is included in the sale of the property.,https://dd.reso.org/DD2.0/Property/HomeWarrantyYN/
Property,HorseAmenities,A list of horse amenities on the lot or in the community.,https://dd.reso.org/DD2.0/Property/HorseAmenities/
Property,HorseYN,Indicates whether or not the property allows for the raising of horses.,https://dd.reso.org/DD2.0/Property/HorseYN/
Property,HoursDaysOfOperation,"A simplified enumerated list of the days and hours of operation of the business being sold (e.g., Open 24 Hours, Open Seven Days). For more detailed descriptions, use the HoursDaysofOperationDescription field.",https://dd.reso.org/DD2.0/Property/HoursDaysOfOperation/
Property,HoursDaysOfOperationDescription,"A detailed description of the hours and days the business being sold is open for business. For a specific list of simplified times the business is open, use the HoursDaysOfOperation Field (enumerated).",https://dd.reso.org/DD2.0/Property/HoursDaysOfOperationDescription/
Property,Inclusions,Portable elements of the property that will be included in the sale.,https://dd.reso.org/DD2.0/Property/Inclusions/
Property,IncomeIncludes,"A list of income sources included in the GrossScheduledIncome and GrossIncome (e.g., Laundry, Parking, Recreation, Storage).",https://dd.reso.org/DD2.0/Property/IncomeIncludes/
Property,InsuranceExpense,The annual expense that is not paid directly by the tenant and is included in the Operating Expense calculations.,https://dd.reso.org/DD2.0/Property/InsuranceExpense/
Property,InteriorFeatures,A list of features or a description of the interior of the property included in the sale/lease.,https://dd.reso.org/DD2.0/Property/InteriorFeatures/
Property,InternetAddressDisplayYN,Indicates whether or not the seller has allowed the listing address to be displayed on Internet sites.,https://dd.reso.org/DD2.0/Property/InternetAddressDisplayYN/
Property,InternetAutomatedValuationDisplayYN,Indicates whether or not the seller allows the listing to be displayed with an automated valuation model (AVM) on Internet sites.,https://dd.reso.org/DD2.0/Property/InternetAutomatedValuationDisplayYN/
Property,InternetConsumerCommentYN,Indicates whether or not the seller allows a comment or blog system to be attached to the listing on Internet sites.,https://dd.reso.org/DD2.0/Property/InternetConsumerCommentYN/
Property,InternetEntireListingDisplayYN,Indicates whether or not the seller has allowed the listing to be displayed on Internet sites.,https://dd.reso.org/DD2.0/Property/InternetEntireListingDisplayYN/
Property,IrrigationSource,The source which the property receives its water for irrigation.,https://dd.reso.org/DD2.0/Property/IrrigationSource/
Property,IrrigationWaterRightsAcres,The number of acres allowed under the property's water rights.,https://dd.reso.org/DD2.0/Property/IrrigationWaterRightsAcres/
Property,IrrigationWaterRightsYN,Indicates whether or not the property includes water rights for irrigation.,https://dd.reso.org/DD2.0/Property/IrrigationWaterRightsYN/
Property,LaborInformation,"Information about labor laws that are applicable to the business being sold (i.e., Union, Non-Union, Employee License Required).",https://dd.reso.org/DD2.0/Property/LaborInformation/
Property,LandLeaseAmount,"When the land is not included in the sale, but is leased, the amount of the lease. This is the space rent for mobile homes in a park.",https://dd.reso.org/DD2.0/Property/LandLeaseAmount/
Property,LandLeaseAmountFrequency,The frequency in which the land lease fee is paid when the land is not included in the sale but is leased.,https://dd.reso.org/DD2.0/Property/LandLeaseAmountFrequency/
Property,LandLeaseExpirationDate,The expiration date of the land lease when the land is not included in the sale but is leased.,https://dd.reso.org/DD2.0/Property/LandLeaseExpirationDate/
Property,LandLeaseYN,The land is not included in the sale and a lease exists.,https://dd.reso.org/DD2.0/Property/LandLeaseYN/
Property,Latitude,"The geographic latitude of some reference point on the property, specified in degrees and decimal parts. Positive numbers must not include the plus symbol.",https://dd.reso.org/DD2.0/Property/Latitude/
Property,LaundryFeatures,"Add this pick list of features and locations where the laundry is located in the property being sold (i.e., Gas Dryer Hookup, In Kitchen, In Garage, etc.).",https://dd.reso.org/DD2.0/Property/LaundryFeatures/
Property,LeasableArea,The area that may be leased within the commercial property.,https://dd.reso.org/DD2.0/Property/LeasableArea/
Property,LeasableAreaUnits,"A pick list of the unit of measurement for the area (e.g., Square Feet, Square Meters).",https://dd.reso.org/DD2.0/Property/LeasableAreaUnits/
Property,LeaseAmount,The amount of any lease the business pays for its current location.,https://dd.reso.org/DD2.0/Property/LeaseAmount/
Property,LeaseAmountFrequency,"The frequency the LeaseAmount is paid (e.g., monthly, weekly, annual).",https://dd.reso.org/DD2.0/Property/LeaseAmountFrequency/
Property,LeaseAssignableYN,Indicates whether or not the lease at the current location of the business can be assigned to another party.,https://dd.reso.org/DD2.0/Property/LeaseAssignableYN/
Property,LeaseConsideredYN,Indicates whether or not the seller will consider leasing the property instead of selling.,https://dd.reso.org/DD2.0/Property/LeaseConsideredYN/
Property,LeaseExpiration,The expiration date of the lease for the current location of the business.,https://dd.reso.org/DD2.0/Property/LeaseExpiration/
Property,LeaseRenewalCompensation,"A list of compensations other than the original selling office compensation (i.e., Paid on Renewal, Paid on Tenant Purchase, No Renewal Commission, Call Listing Office, etc.).",https://dd.reso.org/DD2.0/Property/LeaseRenewalCompensation/
Property,LeaseRenewalOptionYN,Indicates whether or not there is an option to renew the lease at the current location of the business.,https://dd.reso.org/DD2.0/Property/LeaseRenewalOptionYN/
Property,LeaseTerm,"A pick list of lengths that represent the length of the lease (e.g., Weekly, Month to Month, 6-Month Lease, 12-Month Lease, 2-Year Lease).",https://dd.reso.org/DD2.0/Property/LeaseTerm/
Property,Levels,"The number of levels in the property being sold (e.g., One, Two, Three or More, Multi/Split). A discreet horizontal plane of interior living space (excluding basements).",https://dd.reso.org/DD2.0/Property/Levels/
Property,License1,"The license number of the mobile or manufactured home, also known as the Department of Housing label/insignia number. For the first or only unit/section, use License 1 over License 2 or 3.",https://dd.reso.org/DD2.0/Property/License1/
Property,License2,"The license number of the mobile or manufactured home, also known as the Department of Housing label/insignia number. For two units/sections, use License 1 and 2 over License 3.",https://dd.reso.org/DD2.0/Property/License2/
Property,License3,"The license number of the mobile or manufactured home, also known as the Department of Housing label/insignia number. For two units/sections, use License 1 and 2 over License 3.",https://dd.reso.org/DD2.0/Property/License3/
Property,LicensesExpense,The annual expense that is not paid directly by the tenant and is included in the Operating Expense calculations.,https://dd.reso.org/DD2.0/Property/LicensesExpense/
Property,ListAOR,The responsible board or association of REALTORS® for this listing.,https://dd.reso.org/DD2.0/Property/ListAOR/
Property,ListAgent,The listing agent involved in the transaction.,https://dd.reso.org/DD2.0/Property/ListAgent/
Property,ListAgentAOR,The listing agent's board or association of REALTORS®.,https://dd.reso.org/DD2.0/Property/ListAgentAOR/
Property,ListAgentDesignation,Designations and certifications acknowledging experience and expertise in various real estate sectors are awarded by the National Association of REALTORS® (NAR) and each affiliated group upon completion of required courses.,https://dd.reso.org/DD2.0/Property/ListAgentDesignation/
Property,ListAgentDirectPhone,North American 10-digit phone numbers should be in the format of ###-###-#### (separated by hyphens). Other conventions should use the common local standard. International numbers should be preceded by a plus symbol.,https://dd.reso.org/DD2.0/Property/ListAgentDirectPhone/
Property,ListAgentEmail,The email address of the listing agent.,https://dd.reso.org/DD2.0/Property/ListAgentEmail/
Property,ListAgentFax,North American 10-digit phone numbers should be in the format of ###-###-#### (separated by hyphens). Other conventions should use the common local standard. International numbers should be preceded by a plus symbol.,https://dd.reso.org/DD2.0/Property/ListAgentFax/
Property,ListAgentFirstName,The first name of the listing agent.,https://dd.reso.org/DD2.0/Property/ListAgentFirstName/
Property,ListAgentFullName,"The first, middle and last name of the listing agent.",https://dd.reso.org/DD2.0/Property/ListAgentFullName/
Property,ListAgentHomePhone,North American 10-digit phone numbers should be in the format of ###-###-#### (separated by hyphens). Other conventions should use the common local standard. International numbers should be preceded by a plus symbol.,https://dd.reso.org/DD2.0/Property/ListAgentHomePhone/
Property,ListAgentKey,"A system unique identifier. Specifically, in aggregation systems, the ListAgentKey is the system unique identifier from the system where the record was retrieved. This may be identical to the related xxxId. This is a foreign key relating to the Member Resource's MemberKey.",https://dd.reso.org/DD2.0/Property/ListAgentKey/
Property,ListAgentLastName,The last name of the listing agent.,https://dd.reso.org/DD2.0/Property/ListAgentLastName/
Property,ListAgentMiddleName,The middle name of the listing agent.,https://dd.reso.org/DD2.0/Property/ListAgentMiddleName/
Property,ListAgentMlsId,"The local, well-known identifier for the member. This value may not be unique, specifically in the case of aggregation systems, and it should be the identifier from the original system.",https://dd.reso.org/DD2.0/Property/ListAgentMlsId/
Property,ListAgentMobilePhone,North American 10-digit phone numbers should be in the format of ###-###-#### (separated by hyphens). Other conventions should use the common local standard. International numbers should be preceded by a plus symbol.,https://dd.reso.org/DD2.0/Property/ListAgentMobilePhone/
Property,ListAgentNamePrefix,"The prefix to the name (e.g., Dr., Mr., Ms.).",https://dd.reso.org/DD2.0/Property/ListAgentNamePrefix/
Property,ListAgentNameSuffix,"The suffix to the name (e.g., Esq., Jr., III).",https://dd.reso.org/DD2.0/Property/ListAgentNameSuffix/
Property,ListAgentNationalAssociationId,"The national association ID of the listing agent (e.g., the NRDS number in the U.S.).",https://dd.reso.org/DD2.0/Property/ListAgentNationalAssociationId/
Property,ListAgentOfficePhone,North American 10-digit phone numbers should be in the format of ###-###-#### (separated by hyphens). Other conventions should use the common local standard. International numbers should be preceded by a plus symbol.,https://dd.reso.org/DD2.0/Property/ListAgentOfficePhone/
Property,ListAgentOfficePhoneExt,The extension of the given phone number (if applicable).,https://dd.reso.org/DD2.0/Property/ListAgentOfficePhoneExt/
Property,ListAgentPager,North American 10-digit phone numbers should be in the format of ###-###-#### (separated by hyphens). Other conventions should use the common local standard. International numbers should be preceded by a plus symbol.,https://dd.reso.org/DD2.0/Property/ListAgentPager/
Property,ListAgentPreferredPhone,North American 10-digit phone numbers should be in the format of ###-###-#### (separated by hyphens). Other conventions should use the common local standard. International numbers should be preceded by a plus symbol.,https://dd.reso.org/DD2.0/Property/ListAgentPreferredPhone/
Property,ListAgentPreferredPhoneExt,The extension of the given phone number (if applicable).,https://dd.reso.org/DD2.0/Property/ListAgentPreferredPhoneExt/
Property,ListAgentStateLicense,The license of the listing agent. Separate multiple licenses with a comma and space.,https://dd.reso.org/DD2.0/Property/ListAgentStateLicense/
Property,ListAgentTollFreePhone,North American 10-digit phone numbers should be in the format of ###-###-#### (separated by hyphens). Other conventions should use the common local standard. International numbers should be preceded by a plus symbol.,https://dd.reso.org/DD2.0/Property/ListAgentTollFreePhone/
