ResourceName,StandardName,Definition,SourceURL
LockOrBox,LockOrBoxAccessType,The method of access for the lockbox or smart lock.,https://dd.reso.org/DD2.0/LockOrBox/LockOrBoxAccessType/
LockOrBox,LockOrBoxId,"The local, well-known identifier for a given lockbox/smartlock system. This value may not be unique, specifically in the case of aggregation systems, and it should be the identifier from the original system.",https://dd.reso.org/DD2.0/LockOrBox/LockOrBoxId/
LockOrBox,LockOrBoxInstalledTimestamp,The transactional timestamp automatically recorded by the lockbox/smart lock system representing the date/time the lockbox or lock was last installed at a property.,https://dd.reso.org/DD2.0/LockOrBox/LockOrBoxInstalledTimestamp/
LockOrBox,LockOrBoxKey,"A unique identifier for this record from the immediate source. This is a string that can include a Uniform Resource Identifier (URI) or other forms. This is the local key of the system. When records are received from other systems, a local key is commonly applied. If conveying the original keys from the source or originating systems, see SourceSystemKey and OriginatingSystemKey.",https://dd.reso.org/DD2.0/LockOrBox/LockOrBoxKey/
LockOrBox,LockOrBoxOriginatingSystemId,"The RESO Unique Organization Identifier (UOI) OrganizationUniqueId of the originating record provider. The originating system is the system with authoritative control over the record (e.g., the name of the MLS where the listing was input). In cases where the originating system was not where the record originated (the authoritative system), see the Originating System fields.",https://dd.reso.org/DD2.0/LockOrBox/LockOrBoxOriginatingSystemId/
LockOrBox,LockOrBoxOriginatingSystemKey,The name of the originating record provider. Most commonly the name of the MLS. The place where the listing is originally input by the member. The legal name of the company.,https://dd.reso.org/DD2.0/LockOrBox/LockOrBoxOriginatingSystemKey/
LockOrBox,LockOrBoxOriginatingSystemName,"The system key, a unique record identifier, from the originating system. The originating system is the system with authoritative control over the record. For example, the Multiple Listing Service where the listing was input. There may be cases where the Source System (how you received the record) is not the Originating System. See Source System Key for more information.",https://dd.reso.org/DD2.0/LockOrBox/LockOrBoxOriginatingSystemName/
LockOrBox,LockOrBoxSourceSystemId,"The RESO Unique Organization Identifier (UOI) OrganizationUniqueId of the source record provider. The source system is the system from which the record was directly received. In cases where the source system was not where the record originated (the authoritative system), see the Originating System fields.",https://dd.reso.org/DD2.0/LockOrBox/LockOrBoxSourceSystemId/
LockOrBox,LockOrBoxSourceSystemKey,The name of the immediate record provider. The system from which the record was directly received. The legal name of the company.,https://dd.reso.org/DD2.0/LockOrBox/LockOrBoxSourceSystemKey/
LockOrBox,LockOrBoxSourceSystemName,"The system key, a unique record identifier, from the source system. The source system is the system from which the record was directly received. In cases where the source system was not where the record originated (the authoritative system), see the Originating System fields.",https://dd.reso.org/DD2.0/LockOrBox/LockOrBoxSourceSystemName/
LockOrBox,ModificationTimestamp,The date/time the LockOrBox record was last modified.,https://dd.reso.org/DD2.0/LockOrBox/ModificationTimestamp/
LockOrBox,Notes,Notes or feedback about the property or showing.,https://dd.reso.org/DD2.0/LockOrBox/Notes/
LockOrBox,OriginatingSystem,The originating system of the LockOrBox record.,https://dd.reso.org/DD2.0/LockOrBox/OriginatingSystem/
LockOrBox,ShowingAgent,The office contact for showings of the property.,https://dd.reso.org/DD2.0/LockOrBox/ShowingAgent/
LockOrBox,ShowingAgentAOR,The showing contact's board or association of REALTORS®.,https://dd.reso.org/DD2.0/LockOrBox/ShowingAgentAOR/
LockOrBox,ShowingAgentEmail,The email address of the contact for showings of the property.,https://dd.reso.org/DD2.0/LockOrBox/ShowingAgentEmail/
LockOrBox,ShowingAgentFirstName,The first name of the contact for showings of the property.,https://dd.reso.org/DD2.0/LockOrBox/ShowingAgentFirstName/
LockOrBox,ShowingAgentFullName,"The first, middle and last name of the contact for showings of the property.",https://dd.reso.org/DD2.0/LockOrBox/ShowingAgentFullName/
LockOrBox,ShowingAgentId,"The local, well-known lockbox/smartlock system identifier of the showing contact. This value may not be unique, specifically in the case of aggregation systems, and it should be the identifier from the original system.",https://dd.reso.org/DD2.0/LockOrBox/ShowingAgentId/
LockOrBox,ShowingAgentLastName,The last name of the contact for showings of the property.,https://dd.reso.org/DD2.0/LockOrBox/ShowingAgentLastName/
LockOrBox,ShowingAgentMlsId,"The local, well-known MLS identifier of the showing contact. This value may not be unique, specifically in the case of aggregation systems, and it should be the identifier from the original system.",https://dd.reso.org/DD2.0/LockOrBox/ShowingAgentMlsId/
LockOrBox,ShowingAgentPhone,The North American 10-digit phone numbers should be in the format of ###-###-#### (separated by hyphens). Other conventions should use the common local standard. International numbers should be preceded by a plus symbol.,https://dd.reso.org/DD2.0/LockOrBox/ShowingAgentPhone/
LockOrBox,ShowingAgentPhoneExt,The phone number extension of the contact for showings of the property.,https://dd.reso.org/DD2.0/LockOrBox/ShowingAgentPhoneExt/
LockOrBox,ShowingOffice,The agent contact for showings of the property.,https://dd.reso.org/DD2.0/LockOrBox/ShowingOffice/
LockOrBox,ShowingOfficeId,"The local, well-known lockbox/smart lock system identifier of the showing office. This value may not be unique, specifically in the case of aggregation systems, and it should be the identifier from the original system.",https://dd.reso.org/DD2.0/LockOrBox/ShowingOfficeId/
LockOrBox,ShowingOfficeName,The legal name of the brokerage/company showing the property.,https://dd.reso.org/DD2.0/LockOrBox/ShowingOfficeName/
LockOrBox,ShowingOfficePhone,The North American 10-digit phone numbers should be in the format of ###-###-#### (separated by hyphens). Other conventions should use the common local standard. International numbers should be preceded by a plus symbol.,https://dd.reso.org/DD2.0/LockOrBox/ShowingOfficePhone/
LockOrBox,SourceSystem,The source system of the LockOrBox record.,https://dd.reso.org/DD2.0/LockOrBox/SourceSystem/
Lookup,LegacyODataValue,"The name of the resource the field belongs to. This will be a RESO Standard Name, such as ""Property"", but may also be a non-standard local resource name.",https://dd.reso.org/DD2.0/Lookup/LegacyODataValue/
Lookup,LookupKey,The key used to uniquely identify the lookup entry.,https://dd.reso.org/DD2.0/Lookup/LookupKey/
Lookup,LookupName,"The name of the enumeration. This is the LookupField in the adopted Data Dictionary spreadsheet. It is called a ""LookupName"" in this proposal because more than one field can have a given lookup, so it refers to the name of the lookup rather than a given field. For example, Listing with CountyOrParish and Office with OfficeCountyOrParish having the same CountyOrParish LookupName. This MUST match the Data Dictionary definition for in cases where the lookup is defined. Vendors MAY add their own enumerations otherwise. The LookupName a given field uses is required to be annotated at the field level in the OData XML Metadata, as outlined later in this proposal.",https://dd.reso.org/DD2.0/Lookup/LookupName/
Lookup,LookupValue,The human-friendly display name the data consumer receives in the payload and uses in queries. This may be a local name or synonym for a given RESO Data Dictionary lookup item.,https://dd.reso.org/DD2.0/Lookup/LookupValue/
Lookup,ModificationTimestamp,The timestamp for when the enumeration value was last modified. This is used to help rebuild caches when metadata items change so consumers don't have to re-pull and reprocess the entire set of metadata when only a small number of changes have been made.,https://dd.reso.org/DD2.0/Lookup/ModificationTimestamp/
Lookup,StandardLookupValue,"The Data Dictionary LookupDisplayName of the enumerated value. This field is required when the LookupValue for a given item corresponds to a RESO standard value, meaning a standard lookup display name, known synonym, local name or translation of that value. Local lookups may omit this value if they don't correspond to an existing RESO standard lookup value.",https://dd.reso.org/DD2.0/Lookup/StandardLookupValue/
Media,ChangedByMember,The member who changed the Media record.,https://dd.reso.org/DD2.0/Media/ChangedByMember/
Media,ChangedByMemberID,"The ID of the user, agent, member, etc., that uploaded the media this record refers to.",https://dd.reso.org/DD2.0/Media/ChangedByMemberID/
Media,ChangedByMemberKey,The primary key of the member who uploaded the media this record refers to. This is a foreign key relating to the Member Resource's MemberKey.,https://dd.reso.org/DD2.0/Media/ChangedByMemberKey/
Media,ClassName,"The class or table of the listing or other record of the media (e.g., Residential, Lease, Agent, Office, Contact).",https://dd.reso.org/DD2.0/Media/ClassName/
Media,HistoryTransactional,The history of the Media record.,https://dd.reso.org/DD2.0/Media/HistoryTransactional/
Media,ImageHeight,The height of the image expressed in pixels.,https://dd.reso.org/DD2.0/Media/ImageHeight/
Media,ImageOf,"When the media is an image, a list of possible matches such as kitchen, bathroom, front of structure, etc. This field may be used to identify a required image under association or MLS rules.",https://dd.reso.org/DD2.0/Media/ImageOf/
Media,ImageSizeDescription,"A text description of the size of the image (i.e., Small, Thumbnail, Medium, Large, X-Large). The largest image must be described as ""Largest,"" and the thumbnail must also be included. A pick list will remain open/extendable.",https://dd.reso.org/DD2.0/Media/ImageSizeDescription/
Media,ImageWidth,The width of the image expressed in pixels.,https://dd.reso.org/DD2.0/Media/ImageWidth/
Media,LongDescription,The full robust description of the object.,https://dd.reso.org/DD2.0/Media/LongDescription/
Media,MediaAlteration,"Photos may be enhanced, altered or even created by manual or computer drafting. This list of lookup values is used to identify when any such alteration or fabrication of the photo has occurred. It is recommended that you check with your local laws and policies on the allowed alterations.",https://dd.reso.org/DD2.0/Media/MediaAlteration/
Media,MediaCategory,"A category describing photos, documents, videos, unbranded virtual tours, branded virtual tours, floor plans, logos and other forms of media.",https://dd.reso.org/DD2.0/Media/MediaCategory/
Media,MediaHTML,"The JavaScript or other method to embed a video, image, virtual tour or other media.",https://dd.reso.org/DD2.0/Media/MediaHTML/
Media,MediaKey,A unique identifier for this record from the immediate source. This may be a number or a string that can include a Uniform Resource Identifier (URI) or other forms. This is the system you are connecting to and not necessarily the original source of the record.,https://dd.reso.org/DD2.0/Media/MediaKey/
Media,MediaModificationTimestamp,"A timestamp that is updated when a change to the object has been made, which may differ from a change to the Media Resource.",https://dd.reso.org/DD2.0/Media/MediaModificationTimestamp/
Media,MediaObjectID,"The ID of the image, supplement or other object specified by the given media record.",https://dd.reso.org/DD2.0/Media/MediaObjectID/
Media,MediaStatus,"The status of the media item referenced by this record (i.e., updated, deleted, etc.).",https://dd.reso.org/DD2.0/Media/MediaStatus/
Media,MediaType,"Media types as defined by the Internet Assigned Numbers Authority (IANA), http://www.iana.org/assignments/media-types/index.html. Note that the former name of MimeType, used by both IANA and RESO, may still be in use by some systems/entities.",https://dd.reso.org/DD2.0/Media/MediaType/
Media,MediaURL,The Uniform Resource Identifier (URI) to the media file referenced by this record.,https://dd.reso.org/DD2.0/Media/MediaURL/
Media,ModificationTimestamp,The transactional timestamp automatically recorded by the MLS system representing the date/time the Media record was last modified.,https://dd.reso.org/DD2.0/Media/ModificationTimestamp/
Media,Order,"Only a positive integer, including zero. Element zero is the primary photo per RESO convention.",https://dd.reso.org/DD2.0/Media/Order/
Media,OriginatingSystem,The originating system of the Media record.,https://dd.reso.org/DD2.0/Media/OriginatingSystem/
Media,OriginatingSystemID,"The RESO Unique Organization Identifier's OrganizationUniqueId of the originating record provider. The originating system is the system with authoritative control over the record (e.g., the MLS where the media was input). In cases where the originating system was not where the record originated (the authoritative system), see the Originating System fields.",https://dd.reso.org/DD2.0/Media/OriginatingSystemID/
Media,OriginatingSystemMediaKey,"The system key, a unique record identifier, from the originating system. The originating system is the system with authoritative control over the record (e.g., the MLS where the media was input). There may be cases where the source system (how the record is received) is not the originating system. See Source System Media Key for more information.",https://dd.reso.org/DD2.0/Media/OriginatingSystemMediaKey/
Media,OriginatingSystemName,"The name of the originating record provider, most commonly the name of the MLS. The place where the media is originally input by the member. The legal name of the company.",https://dd.reso.org/DD2.0/Media/OriginatingSystemName/
Media,OriginatingSystemResourceRecordId,"The originating system's well-known identifier of the related record from the source resource. The value may be identical to that of the key, but the ID is intended to be the value used by a human to retrieve the information about a specific listing. With multiple originating systems or a merged system, this value may not be unique and may require the use of the provider system to create a synthetic unique value. This most commonly would be the ListingId as it exists in the originating system.",https://dd.reso.org/DD2.0/Media/OriginatingSystemResourceRecordId/
Media,OriginatingSystemResourceRecordKey,"The originating system's primary key of the related record from the source resource (e.g., ListingKey, AgentKey, OfficeKey, TeamKey). The ResourceName identifies the resource being referenced. OriginatingSystemName or OriginatingSystemId are used to identify the originating system.",https://dd.reso.org/DD2.0/Media/OriginatingSystemResourceRecordKey/
Media,OriginatingSystemResourceRecordSystemId,The system ID of the resource record from the originating system is used when the resource record is originated from a different system than the media. This is the system ID of the OriginatingSystemResourceRecordID and/or the OriginatingSystemResourceRecordKey when they are from a different system than the OriginatingSystemID and/or OriginatingSystemName.,https://dd.reso.org/DD2.0/Media/OriginatingSystemResourceRecordSystemId/
Media,Permission,"The permission-level of the media (i.e., Public, Private, IDX, VOW, Office Only, Firm Only, Agent Only).",https://dd.reso.org/DD2.0/Media/Permission/
Media,PreferredPhotoYN,"A flag indicating whether or not the media record in question is the preferred photo. This will typically mean the photo shown when only one of the photos is displayed. This flag may be true/false, yes/no or another true, false or unknown indicator. As with all flags, the field may be null.",https://dd.reso.org/DD2.0/Media/PreferredPhotoYN/
Media,ResourceName,"The resource or table of the listing or other record the media relates to (i.e., Property, Member, Office, etc.).",https://dd.reso.org/DD2.0/Media/ResourceName/
Media,ResourceRecordID,"The well-known identifier of the related record from the source resource. The value may be identical to that of the listing key, but the listing ID is intended to be the value used by a human to retrieve the information about a specific listing. In a multiple-originating system or a merged system, this value may not be unique and may require the use of the provider system to create a synthetic unique value.",https://dd.reso.org/DD2.0/Media/ResourceRecordID/
Media,ResourceRecordKey,"The primary key of the related record from the source resource (e.g., ListingKey, AgentKey, OfficeKey, TeamKey). This is the system being connected to and not necessarily the original source of the record. This is a foreign key from the resource selected in the ResourceName field.",https://dd.reso.org/DD2.0/Media/ResourceRecordKey/
Media,ShortDescription,"The short text given to summarize the object, commonly used as the short description displayed under a photo.",https://dd.reso.org/DD2.0/Media/ShortDescription/
Media,SourceSystem,The source system of the Media record.,https://dd.reso.org/DD2.0/Media/SourceSystem/
Media,SourceSystemID,"The OUID Resource's OrganizationUniqueId of the source record provider. The source system is the system from which the record was directly received. In cases where the source system was not where the record originated (the authoritative system), see the Originating System fields.",https://dd.reso.org/DD2.0/Media/SourceSystemID/
Media,SourceSystemMediaKey,"The system key, a unique record identifier, from the source system. The source system is the system from which the record was directly received. In cases where the source system was not where the record originated (the authoritative system), see the Originating System fields.",https://dd.reso.org/DD2.0/Media/SourceSystemMediaKey/
Media,SourceSystemName,The name of the immediate record provider. The system from which the record was directly received. The legal name of the company.,https://dd.reso.org/DD2.0/Media/SourceSystemName/
Media,SourceSystemResourceRecordId,"The source system's well-known identifier of the related record from the source resource. The value may be identical to that of the key, but the ID is intended to be the value used by a human to retrieve the information about a specific listing. With multiple originating systems or a merged system, this value may not be unique and may require the use of the provider system to create a synthetic unique value. This most commonly would be the ListingId as it exists in the source system.",https://dd.reso.org/DD2.0/Media/SourceSystemResourceRecordId/
Media,SourceSystemResourceRecordKey,"The source system's primary key of the related record from the source resource (e.g., ListingKey, AgentKey, OfficeKey, TeamKey). The ResourceName identifies the resource being referenced. SourceSystemName or SourceSystemId are used to identify the originating system.",https://dd.reso.org/DD2.0/Media/SourceSystemResourceRecordKey/
Media,SourceSystemResourceRecordSystemId,The system ID of the resource record from the source system is used when the resource record is sourced from a different system than the media. This is the system ID of the SourceSystemResourceRecordID and/or the SourceSystemResourceRecordKey when they are from a different system than the SourceSystemID and/or SourceSystemName.,https://dd.reso.org/DD2.0/Media/SourceSystemResourceRecordSystemId/
Member,HistoryTransactional,The history of the Member record.,https://dd.reso.org/DD2.0/Member/HistoryTransactional/
Member,JobTitle,The title or position of the member within their organization.,https://dd.reso.org/DD2.0/Member/JobTitle/
Member,LastLoginTimestamp,The date/time the member last logged into the source or other system.,https://dd.reso.org/DD2.0/Member/LastLoginTimestamp/
Member,Media,The media for the Member record.,https://dd.reso.org/DD2.0/Member/Media/
Member,MemberAOR,The member's primary board or association of REALTORS®.,https://dd.reso.org/DD2.0/Member/MemberAOR/
Member,MemberAORMlsId,"The local, well-known identifier for the member's association of REALTORS®. This value may not be unique, specifically in the case of aggregation systems, and it should be the identifier from the original system.",https://dd.reso.org/DD2.0/Member/MemberAORMlsId/
Member,MemberAORkey,"A system unique identifier. Specifically, in aggregation systems, the Member AOR Key is the system unique identifier from the system that the record was retrieved. This may be identical to the related xxxId.",https://dd.reso.org/DD2.0/Member/MemberAORkey/
Member,MemberAddress1,"The street number, direction, name and suffix of the member.",https://dd.reso.org/DD2.0/Member/MemberAddress1/
Member,MemberAddress2,The unit/suite number of the member.,https://dd.reso.org/DD2.0/Member/MemberAddress2/
Member,MemberAlternateId,This is an alternate ID with no specific use.,https://dd.reso.org/DD2.0/Member/MemberAlternateId/
Member,MemberAssociationComments,The association's notes regarding the member.,https://dd.reso.org/DD2.0/Member/MemberAssociationComments/
Member,MemberBillingPreference,The member's preferred method of billing.,https://dd.reso.org/DD2.0/Member/MemberBillingPreference/
Member,MemberBio,"A text field containing biography information for the member record. This may be resume-like information, including experience and qualifications.",https://dd.reso.org/DD2.0/Member/MemberBio/
Member,MemberCarrierRoute,"The group of addresses to which the U.S. Postal Service (USPS) assigns the same code to aid in mail delivery. For the USPS, these codes are nine digits: five numbers for the ZIP code, one letter for the carrier route type and three numbers for the carrier route number.",https://dd.reso.org/DD2.0/Member/MemberCarrierRoute/
Member,MemberCity,The city of the member.,https://dd.reso.org/DD2.0/Member/MemberCity/
Member,MemberCommitteeCount,The number of current/active committees in which the member belongs.,https://dd.reso.org/DD2.0/Member/MemberCommitteeCount/
Member,MemberCountry,The country abbreviation in a postal address.,https://dd.reso.org/DD2.0/Member/MemberCountry/
Member,MemberCountyOrParish,The county or parish in which the member is addressed.,https://dd.reso.org/DD2.0/Member/MemberCountyOrParish/
Member,MemberDesignation,Designations and certifications acknowledging experience and expertise in various real estate sectors are awarded by the National Association of REALTORS® and each affiliated group upon completion of required courses.,https://dd.reso.org/DD2.0/Member/MemberDesignation/
Member,MemberDirectPhone,North American 10-digit phone numbers should be in the format of ###-###-#### (separated by hyphens). Other conventions should use the common local standard. International numbers should be preceded by a plus symbol.,https://dd.reso.org/DD2.0/Member/MemberDirectPhone/
Member,MemberEmail,The email address of the member.,https://dd.reso.org/DD2.0/Member/MemberEmail/
Member,MemberFax,North American 10-digit phone numbers should be in the format of ###-###-#### (separated by hyphens). Other conventions should use the common local standard. International numbers should be preceded by a plus symbol.,https://dd.reso.org/DD2.0/Member/MemberFax/
Member,MemberFirstName,The first name of the member.,https://dd.reso.org/DD2.0/Member/MemberFirstName/
Member,MemberFullName,"The first, middle and last name of the member or an alternate full name.",https://dd.reso.org/DD2.0/Member/MemberFullName/
Member,MemberHomePhone,North American 10-digit phone numbers should be in the format of ###-###-#### (separated by hyphens). Other conventions should use the common local standard. International numbers should be preceded by a plus symbol.,https://dd.reso.org/DD2.0/Member/MemberHomePhone/
Member,MemberIsAssistantTo,The MemberMlsId of the agent/broker that this member assists. The typical use will be to add the agent's ID to this field when editing the member record of the assistant.,https://dd.reso.org/DD2.0/Member/MemberIsAssistantTo/
Member,MemberKey,"A unique identifier for this record from the immediate source. This is a string that can include a Uniform Resource Identifier (URI) or other forms. This is the local key of the system. When records are received from other systems, a local key is commonly applied. If conveying the original keys from the source or originating systems, see SourceSystemMemberKey and OriginatingSystemMemberKey.",https://dd.reso.org/DD2.0/Member/MemberKey/
Member,MemberLanguages,The languages the member speaks.,https://dd.reso.org/DD2.0/Member/MemberLanguages/
Member,MemberLastName,The last name of the member.,https://dd.reso.org/DD2.0/Member/MemberLastName/
Member,MemberLoginId,The ID used to log on to the MLS system.,https://dd.reso.org/DD2.0/Member/MemberLoginId/
Member,MemberMailOptOutYN,Indicates whether or not the member has opted out of receiving solicitation via mail.,https://dd.reso.org/DD2.0/Member/MemberMailOptOutYN/
Member,MemberMiddleName,The middle name of the member.,https://dd.reso.org/DD2.0/Member/MemberMiddleName/
Member,MemberMlsAccessYN,Indicates whether or not the member has access to the MLS system.,https://dd.reso.org/DD2.0/Member/MemberMlsAccessYN/
Member,MemberMlsId,"The local, well-known identifier for the member. This value may not be unique, specifically in the case of aggregation systems, and it should be the identifier from the original system.",https://dd.reso.org/DD2.0/Member/MemberMlsId/
Member,MemberMlsSecurityClass,The MLS security group or class given to the member.,https://dd.reso.org/DD2.0/Member/MemberMlsSecurityClass/
Member,MemberMobilePhone,North American 10-digit phone numbers should be in the format of ###-###-#### (separated by hyphens). Other conventions should use the common local standard. International numbers should be preceded by a plus symbol.,https://dd.reso.org/DD2.0/Member/MemberMobilePhone/
Member,MemberNamePrefix,"The prefix to the member name (e.g., Dr., Mr., Ms.).",https://dd.reso.org/DD2.0/Member/MemberNamePrefix/
Member,MemberNameSuffix,"The suffix to the member surname (e.g., Esq., Jr., III).",https://dd.reso.org/DD2.0/Member/MemberNameSuffix/
Member,MemberNationalAssociationEntryDate,The date that the member's record was entered with the National Association of REALTORS®.,https://dd.reso.org/DD2.0/Member/MemberNationalAssociationEntryDate/
Member,MemberNationalAssociationId,"The national association ID of the member (e.g., in the U.S., this is the NRDS number).",https://dd.reso.org/DD2.0/Member/MemberNationalAssociationId/
Member,MemberNickname,"An alternate name used by the member, usually as a substitute for the first name.",https://dd.reso.org/DD2.0/Member/MemberNickname/
Member,MemberOfficePhone,North American 10-digit phone numbers should be in the format of ###-###-#### (separated by hyphens). Other conventions should use the common local standard. International numbers should be preceded by a plus symbol.,https://dd.reso.org/DD2.0/Member/MemberOfficePhone/
Member,MemberOfficePhoneExt,"The extension of the given phone number, if applicable.",https://dd.reso.org/DD2.0/Member/MemberOfficePhoneExt/
Member,MemberOtherPhone,A collection of the types of other phone fields available for this member. The collection includes the type of system and other details pertinent about other phone numbers,https://dd.reso.org/DD2.0/Member/MemberOtherPhone/
Member,MemberOtherPhoneType,"A list of phone types (e.g., Home, Mobile, Second) that do not already exist in the given phone fields or if a second type of phone field is needed.",https://dd.reso.org/DD2.0/Member/MemberOtherPhoneType/
Member,MemberPager,North American 10-digit phone numbers should be in the format of ###-###-#### (separated by hyphens). Other conventions should use the common local standard. International numbers should be preceded by a plus symbol.,https://dd.reso.org/DD2.0/Member/MemberPager/
Member,MemberPassword,A password that the member wishes to share with other systems. Normal security considerations apply and are the responsibility of the entity utilizing this field.,https://dd.reso.org/DD2.0/Member/MemberPassword/
Member,MemberPhoneTTYTDD,"TTY/TDD stands for Teletypewriter/Telecommunications Device for the Deaf. This involves a user terminal with keyboard input and printer or display output used by the hearing and speech impaired. The device contains a modem and is used over a standard analog phone line. If a recipient does not have a corresponding terminal device, TTY/TDD users dial a relay service composed of operators who receive the typed messages, call the recipients and speak the messages to them. The operators also type the responses back to the TTY/TDD user.",https://dd.reso.org/DD2.0/Member/MemberPhoneTTYTDD/
Member,MemberPostalCode,The postal code of the member.,https://dd.reso.org/DD2.0/Member/MemberPostalCode/
Member,MemberPostalCodePlus4,The four-digit extension of the U.S. Zip Code.,https://dd.reso.org/DD2.0/Member/MemberPostalCodePlus4/
Member,MemberPreferredMail,The preferred mailing address for the member.,https://dd.reso.org/DD2.0/Member/MemberPreferredMail/
Member,MemberPreferredMedia,"The method the member prefers to receive media by (e.g., Email, Mail, Fax).",https://dd.reso.org/DD2.0/Member/MemberPreferredMedia/
Member,MemberPreferredPhone,North American 10-digit phone numbers should be in the format of ###-###-#### (separated by hyphens). Other conventions should use the common local standard. International numbers should be preceded by a plus symbol.,https://dd.reso.org/DD2.0/Member/MemberPreferredPhone/
Member,MemberPreferredPhoneExt,"The extension of the given phone number, if applicable.",https://dd.reso.org/DD2.0/Member/MemberPreferredPhoneExt/
Member,MemberPreferredPublication,Indicates where the member would like to receive any publications from the association.,https://dd.reso.org/DD2.0/Member/MemberPreferredPublication/
Member,MemberPrimaryAorId,The primary association of REALTORS® (AOR) associated with the member. This may be another AOR where the member has their primary membership.,https://dd.reso.org/DD2.0/Member/MemberPrimaryAorId/
Member,MemberSocialMedia,A collection of the types of social media fields available for this member. The collection includes the type of system and other details pertinent to social media.,https://dd.reso.org/DD2.0/Member/MemberSocialMedia/
Member,MemberStateLicense,The license of the member. Multiple licenses should be separated by a comma and space.,https://dd.reso.org/DD2.0/Member/MemberStateLicense/
Member,MemberStateLicenseExpirationDate,The expiration date for the member's license.,https://dd.reso.org/DD2.0/Member/MemberStateLicenseExpirationDate/
Member,MemberStateLicenseState,The state in which the member is licensed.,https://dd.reso.org/DD2.0/Member/MemberStateLicenseState/
Member,MemberStateLicenseType,The license type of the member.,https://dd.reso.org/DD2.0/Member/MemberStateLicenseType/
Member,MemberStateOrProvince,The state or province in which the member is addressed.,https://dd.reso.org/DD2.0/Member/MemberStateOrProvince/
Member,MemberStatus,"Indicates if the account is active, inactive or under disciplinary action.",https://dd.reso.org/DD2.0/Member/MemberStatus/
Member,MemberTollFreePhone,North American 10-digit phone numbers should be in the format of ###-###-#### (separated by hyphens). Other conventions should use the common local standard. International numbers should be preceded by a plus symbol.,https://dd.reso.org/DD2.0/Member/MemberTollFreePhone/
Member,MemberTransferDate,The date that the member transferred from one member office to another,https://dd.reso.org/DD2.0/Member/MemberTransferDate/
Member,MemberType,"The type of member (i.e., Agent, Broker, Office Manager, Appraiser, Photographer, Assistant, Mortgage Loan Originator, REALTOR, Association Staff, MLS Staff, etc.).",https://dd.reso.org/DD2.0/Member/MemberType/
Member,MemberVoiceMail,North American 10-digit phone numbers should be in the format of ###-###-#### (separated by hyphens). Other conventions should use the common local standard. International numbers should be preceded by a plus symbol.,https://dd.reso.org/DD2.0/Member/MemberVoiceMail/
Member,MemberVoiceMailExt,"The extension of the given phone number, if applicable.",https://dd.reso.org/DD2.0/Member/MemberVoiceMailExt/
Member,MemberVotingPrecinct,The voting precinct of the member.,https://dd.reso.org/DD2.0/Member/MemberVotingPrecinct/
Member,ModificationTimestamp,The date/time the roster (member or office) record was last modified.,https://dd.reso.org/DD2.0/Member/ModificationTimestamp/
Member,Office,The office the member belongs to.,https://dd.reso.org/DD2.0/Member/Office/
Member,OfficeKey,"A system unique identifier. Specifically, in aggregation systems, the key is the system unique identifier from the system where the record was just retrieved. This may be identical to the related xxxId identifier, but the key is guaranteed unique for this record set. This is a foreign key relating to the Office Resource's OfficeKey.",https://dd.reso.org/DD2.0/Member/OfficeKey/
Member,OfficeMlsId,"The local, well-known identifier. This value may not be unique, specifically in the case of aggregation systems, and it should be the identifier from the original system.",https://dd.reso.org/DD2.0/Member/OfficeMlsId/
Member,OfficeName,The legal name of the brokerage.,https://dd.reso.org/DD2.0/Member/OfficeName/
Member,OfficeNationalAssociationId,"The national association ID of the office (i.e., in the U.S., this is the NRDS number).",https://dd.reso.org/DD2.0/Member/OfficeNationalAssociationId/
Member,OriginalEntryTimestamp,The date/time the roster (member or office) record was originally input into the source system.,https://dd.reso.org/DD2.0/Member/OriginalEntryTimestamp/
Member,OriginatingSystem,The originating system of the Member record.,https://dd.reso.org/DD2.0/Member/OriginatingSystem/
Member,OriginatingSystemID,"The OUID Resource's OrganizationUniqueId of the originating record provider. The originating system is the system with authoritative control over the record (e.g., the MLS where the member was input). In cases where the originating system was not where the record originated (the authoritative system), see the Originating System fields.",https://dd.reso.org/DD2.0/Member/OriginatingSystemID/
Member,OriginatingSystemMemberKey,"The system key, a unique record identifier, from the originating system. The originating system is the system with authoritative control over the record (e.g., the MLS where the member was input). There may be cases where the source system (how the record was received) is not the originating system. See Source System Member Key for more information.",https://dd.reso.org/DD2.0/Member/OriginatingSystemMemberKey/
Member,OriginatingSystemName,"The name of the originating record provider, most commonly the name of the MLS. The place where the member is originally input by the member. The legal name of the company.",https://dd.reso.org/DD2.0/Member/OriginatingSystemName/
Member,SocialMediaType,"A list of social media platforms (e.g., Facebook, LinkedIn, Instagram) associated with the MemberSocialMedia field.",https://dd.reso.org/DD2.0/Member/SocialMediaType/
Member,SourceSystem,The source system of the Member record.,https://dd.reso.org/DD2.0/Member/SourceSystem/
Member,SourceSystemID,"The OUID Resource's OrganizationUniqueId of the source record provider. The source system is the system from which the record was directly received. In cases where the source system was not where the record originated (the authoritative system), see the Originating System fields.",https://dd.reso.org/DD2.0/Member/SourceSystemID/
Member,SourceSystemMemberKey,"The system key, a unique record identifier, from the source system. The source system is the system from which the record was directly received. In cases where the source system was not where the record originated (the authoritative system), see the Originating System fields.",https://dd.reso.org/DD2.0/Member/SourceSystemMemberKey/
