ResourceName,StandardName,DisplayName,Definition,Groups,SimpleDataType,SourceResource,SugMaxLength,SugMaxPrecision,Synonyms,FrenchCanadianDisplayName,SpanishDisplayName,ElementStatus,RecordId,LegacyRecordId,LookupStatus,LookupName,RepeatingElement,PropertyTypes,Payloads,StatusChangeDate,RevisedDate,AddedInVersion,WikiPageTitle,WikiPageUrl,WikiPageId,TargetResourceKey,SourceResourceKey,BEDES
Property,DistanceToGasUnits,Distance To Gas Units,"A pick list of the unit linear measurement (i.e., Feet, Meters, Yards, Kilometers, Miles, etc.).",Utilities,"String List, Single",,25.0,,,Unité de mesure de la distance entre la propriété et le service public de gaz naturel,Unidades Distancia a Gasolinera,Active,d89689e,100961.0,Open with Enumerations,LinearUnits,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",,2016-06-21 00:00:00,2021-06-17 00:00:00,1.5.0,DistanceToGasUnits Field,https://ddwiki.reso.org/display/DDW20/DistanceToGasUnits+Field,2105433,,,
Property,DistanceToPhoneServiceComments,Distance To Phone Service Comments,Provides details about the property's access to phone service and the distance to it.,Utilities,String,,255.0,,,Commentaires relatifs à la distance entre la propriété et le service public de téléphone,Comentarios Distancia a Servicios Telefónicos,Active,a08d373,100762.0,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",,2016-06-21 00:00:00,2021-06-17 00:00:00,,DistanceToPhoneServiceComments Field,https://ddwiki.reso.org/display/DDW20/DistanceToPhoneServiceComments+Field,2105439,,,
Property,DistanceToPhoneServiceNumeric,Distance To Phone Service Numeric,The numeric distance from the property to the phone utility.,Utilities,Number,,16.0,,,Distance entre la propriété et le service public de téléphone,Numérico Distancia a Servicios Telefónicos,Active,b5da204,100962.0,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",,2018-12-26 00:00:00,2021-06-17 00:00:00,1.5.0,DistanceToPhoneServiceNumeric Field,https://ddwiki.reso.org/display/DDW20/DistanceToPhoneServiceNumeric+Field,2105445,,,
Property,DistanceToPhoneServiceUnits,Distance To Phone Service Units,"A pick list of the unit linear measurement (i.e., Feet, Meters, Yards, Kilometers, Miles, etc.).",Utilities,"String List, Single",,25.0,,,Unité de mesure de la distance entre la propriété et le service public de téléphone,Unidades Distancia a Servicios Telefónicos,Active,49906e4,100963.0,Open with Enumerations,LinearUnits,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",,2019-01-24 00:00:00,2021-06-17 00:00:00,1.5.0,DistanceToPhoneServiceUnits Field,https://ddwiki.reso.org/display/DDW20/DistanceToPhoneServiceUnits+Field,2105451,,,
Property,DistanceToPlaceofWorshipComments,Distance To Placeof Worship Comments,A textual description of the distance to local places of worship.,Location,String,,255.0,,,Commentaires relatifs à la distance entre la propriété et le lieu de culte,Comentarios Distancia a Templo Religioso,Active,03af751,100765.0,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",,2016-06-21 00:00:00,2021-06-17 00:00:00,,DistanceToPlaceofWorshipComments Field,https://ddwiki.reso.org/display/DDW20/DistanceToPlaceofWorshipComments+Field,2105422,,,
Property,DistanceToPlaceofWorshipNumeric,Distance To Placeof Worship Numeric,The numeric distance from the property to the nearest place of worship.,Location,Number,,16.0,,,Distance entre la propriété et le lieu de culte,Numérico Distancia a Templo Religioso,Active,8dfe44b,100970.0,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",,2016-06-21 00:00:00,2021-06-17 00:00:00,1.5.0,DistanceToPlaceofWorshipNumeric Field,https://ddwiki.reso.org/display/DDW20/DistanceToPlaceofWorshipNumeric+Field,2105428,,,
Property,DistanceToPlaceofWorshipUnits,Distance To Placeof Worship Units,"A pick list of the unit linear measurement (i.e., Feet, Meters, Yards, Kilometers, Miles, etc.).",Location,"String List, Single",,25.0,,,Unité de mesure de la distance entre la propriété et le lieu de culte,Unidades Distancia a Templo Religioso,Active,9cc0601,100971.0,Open with Enumerations,LinearUnits,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",,2016-06-21 00:00:00,2021-06-17 00:00:00,1.5.0,DistanceToPlaceofWorshipUnits Field,https://ddwiki.reso.org/display/DDW20/DistanceToPlaceofWorshipUnits+Field,2105435,,,
Property,DistanceToSchoolBusComments,Distance To School Bus Comments,Distance from the property to the nearest school bus pickup point.,Location,String,,255.0,,,Commentaires relatifs à la distance entre la propriété et l’arrêt d’autobus scolaire,Comentarios Distancia a Bus Escolar,Active,b7ccb47,100298.0,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",,2016-06-21 00:00:00,2021-06-17 00:00:00,,DistanceToSchoolBusComments Field,https://ddwiki.reso.org/display/DDW20/DistanceToSchoolBusComments+Field,2105441,,,
Property,DistanceToSchoolBusNumeric,Distance To School Bus Numeric,The numeric distance from the property to the nearest school bus pickup point.,Location,Number,,16.0,,,Distance entre la propriété et l’arrêt d’autobus scolaire,Númerico Distancia a Bus Escolar,Active,407645f,100974.0,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",,2016-06-21 00:00:00,2021-06-17 00:00:00,1.5.0,DistanceToSchoolBusNumeric Field,https://ddwiki.reso.org/display/DDW20/DistanceToSchoolBusNumeric+Field,2105447,,,
Property,DistanceToSchoolBusUnits,Distance To School Bus Units,"A pick list of the unit linear measurement (i.e., Feet, Meters, Yards, Kilometers, Miles, etc.).",Location,"String List, Single",,25.0,,,Unité de mesure de la distance entre la propriété et l’arrêt d’autobus scolaire,Unidades Distancia a Bus Escolar,Active,4f12c3d,100975.0,Open with Enumerations,LinearUnits,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",,2016-06-21 00:00:00,2021-06-17 00:00:00,1.5.0,DistanceToSchoolBusUnits Field,https://ddwiki.reso.org/display/DDW20/DistanceToSchoolBusUnits+Field,2105453,,,
Property,DistanceToSchoolsComments,Distance To Schools Comments,A textual description of the distance to local schools.,Location,String,,255.0,,,Commentaires relatifs à la distance entre la propriété et l’école,Comentarios Distancia a Escuelas,Active,6d65a58,100764.0,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",,2016-06-21 00:00:00,2021-06-17 00:00:00,,DistanceToSchoolsComments Field,https://ddwiki.reso.org/display/DDW20/DistanceToSchoolsComments+Field,2105458,,,
Property,DistanceToSchoolsNumeric,Distance To Schools Numeric,The numeric distance from the property to the nearest school.,Location,Number,,16.0,,,Distance entre la propriété et l’école,Númerico Distancia a Escuelas,Active,63ccd7a,100966.0,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",,2016-06-21 00:00:00,2021-06-17 00:00:00,1.5.0,DistanceToSchoolsNumeric Field,https://ddwiki.reso.org/display/DDW20/DistanceToSchoolsNumeric+Field,2105464,,,
Property,DistanceToSchoolsUnits,Distance To Schools Units,"A pick list of the unit linear measurement (i.e., Feet, Meters, Yards, Kilometers, Miles, etc.).",Location,"String List, Single",,25.0,,,Unité de mesure de la distance entre la propriété et l’école,Unidades Distancia a Escuelas,Active,5542ce5,100967.0,Open with Enumerations,LinearUnits,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",,2016-06-21 00:00:00,2021-06-17 00:00:00,1.5.0,DistanceToSchoolsUnits Field,https://ddwiki.reso.org/display/DDW20/DistanceToSchoolsUnits+Field,2105470,,,
Property,DistanceToSewerComments,Distance To Sewer Comments,Provides details about the property's access to sewer or septic service and the distance to it.,Utilities,String,,255.0,,,Commentaires relatifs à la distance entre la propriété et le service public d’égout,Comentarios Distancia a Alcantarillado,Active,1dbfb4b,100759.0,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",,2016-06-21 00:00:00,2021-06-17 00:00:00,,DistanceToSewerComments Field,https://ddwiki.reso.org/display/DDW20/DistanceToSewerComments+Field,2105457,,,
Property,DistanceToSewerNumeric,Distance To Sewer Numeric,The numeric distance from the property to the sewer utility.,Utilities,Number,,16.0,,,Distance entre la propriété et le service public d’égout,Numérico Distancia a Alcantarillado,Active,089fa6c,100958.0,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",,2016-06-21 00:00:00,2021-06-17 00:00:00,1.5.0,DistanceToSewerNumeric Field,https://ddwiki.reso.org/display/DDW20/DistanceToSewerNumeric+Field,2105463,,,
Property,DistanceToSewerUnits,Distance To Sewer Units,"A pick list of the unit linear measurement (i.e., Feet, Meters, Yards, Kilometers, Miles, etc.).",Utilities,"String List, Single",,25.0,,,Unité de mesure de la distance entre la propriété et le service public d’égout,Unidades Distancia a Alcantarillado,Active,d51b11f,100959.0,Open with Enumerations,LinearUnits,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",,2016-06-21 00:00:00,2021-06-17 00:00:00,1.5.0,DistanceToSewerUnits Field,https://ddwiki.reso.org/display/DDW20/DistanceToSewerUnits+Field,2105469,,,
Property,DistanceToShoppingComments,Distance To Shopping Comments,"A description of the distance to primary shopping sources, such as groceries, gasoline, clothing or department stores.",Location,String,,255.0,,,Commentaires relatifs à la distance entre la propriété et le centre commercial,Comentarios Distancia a Centro Comercial,Active,8b8bbac,100286.0,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",,2016-06-21 00:00:00,2021-06-17 00:00:00,,DistanceToShoppingComments Field,https://ddwiki.reso.org/display/DDW20/DistanceToShoppingComments+Field,2105476,,,
Property,DistanceToShoppingNumeric,Distance To Shopping Numeric,The numeric distance from the property to the nearest shopping.,Location,Number,,16.0,,,Distance entre la propriété et le centre commercial,Numérico Distancia a Centro Comercial,Active,638b8a1,100968.0,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",,2016-06-21 00:00:00,2021-06-17 00:00:00,1.5.0,DistanceToShoppingNumeric Field,https://ddwiki.reso.org/display/DDW20/DistanceToShoppingNumeric+Field,2105482,,,
Property,DistanceToShoppingUnits,Distance To Shopping Units,"A pick list of the unit linear measurement (i.e., Feet, Meters, Yards, Kilometers, Miles, etc.).",Location,"String List, Single",,25.0,,,Unité de mesure de la distance entre la propriété et le centre commercial,Unidades Distancia a Centro Comercial,Active,768c3d4,100969.0,Open with Enumerations,LinearUnits,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",,2016-06-21 00:00:00,2021-06-17 00:00:00,1.5.0,DistanceToShoppingUnits Field,https://ddwiki.reso.org/display/DDW20/DistanceToShoppingUnits+Field,2105489,,,
Property,DistanceToStreetComments,Distance To Street Comments,"Provides details about the property's access to a maintained road or street adjacent to the lot, conditions of access and distance to a maintained road.",Location,String,,255.0,,,Commentaires relatifs à la distance entre la propriété et la rue,Comentarios Distancia a Calle,Active,1bf36c7,100763.0,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",,2016-06-21 00:00:00,2021-06-17 00:00:00,,DistanceToStreetComments Field,https://ddwiki.reso.org/display/DDW20/DistanceToStreetComments+Field,2105492,,,
Property,DistanceToStreetNumeric,Distance To Street Numeric,The numeric distance from the property to the street.,Location,Number,,16.0,,,Distance entre la propriété et la rue,Numérico Distancia a Calle,Active,27734ef,100964.0,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",,2016-06-21 00:00:00,2021-06-17 00:00:00,1.5.0,DistanceToStreetNumeric Field,https://ddwiki.reso.org/display/DDW20/DistanceToStreetNumeric+Field,2105500,,,
Property,DistanceToStreetUnits,Distance To Street Units,"A pick list of the unit linear measurement (i.e., Feet, Meters, Yards, Kilometers, Miles, etc.).",Location,"String List, Single",,25.0,,,Unité de mesure de la distance entre la propriété et la rue,Unidades Distancia a Calle,Active,fd7a026,100965.0,Open with Enumerations,LinearUnits,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",,2016-06-21 00:00:00,2021-06-17 00:00:00,1.5.0,DistanceToStreetUnits Field,https://ddwiki.reso.org/display/DDW20/DistanceToStreetUnits+Field,2105506,,,
Property,DistanceToWaterComments,Distance To Water Comments,Provides details about the property's access to serviceable water utility and the distance to it.,Utilities,String,,255.0,,,Commentaires relatifs à la distance entre la propriété et le service public d’eau,Comentarios Distancia a Agua,Active,20d81c1,100758.0,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",,2016-06-21 00:00:00,2021-06-17 00:00:00,,DistanceToWaterComments Field,https://ddwiki.reso.org/display/DDW20/DistanceToWaterComments+Field,2105474,,,
Property,DistanceToWaterNumeric,Distance To Water Numeric,The numeric distance from the property to the water utility.,Utilities,Number,,16.0,,,Distance entre la propriété et le service public d’eau,Numérico Distancia a Agua,Active,5973781,100954.0,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",,2016-06-21 00:00:00,2021-06-17 00:00:00,1.5.0,DistanceToWaterNumeric Field,https://ddwiki.reso.org/display/DDW20/DistanceToWaterNumeric+Field,2105480,,,
Property,DistanceToWaterUnits,Distance To Water Units,"A pick list of the unit linear measurement (i.e., Feet, Meters, Yards, Kilometers, Miles, etc.).",Utilities,"String List, Single",,25.0,,,Unité de mesure de la distance entre la propriété et le service public d’eau,Unidades Distancia a Agua,Active,55e3f71,100955.0,Open with Enumerations,LinearUnits,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",,2016-06-21 00:00:00,2021-06-17 00:00:00,1.5.0,DistanceToWaterUnits Field,https://ddwiki.reso.org/display/DDW20/DistanceToWaterUnits+Field,2105486,,,
Property,DocumentsAvailable,Documents Available,A list of the documents available for the property. Knowing what documents are available for the property is valuable information.,"Listing,Media","String List, Multi",,1024.0,,,Documents disponibles,Documentos Disponibles,Active,55a7ae8,100872.0,Open,DocumentsAvailable,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,BUSO",OM,2013-11-19 00:00:00,2021-06-17 00:00:00,,DocumentsAvailable Field,https://ddwiki.reso.org/display/DDW20/DocumentsAvailable+Field,2105406,,,
Property,DocumentsChangeTimestamp,Documents Change Timestamp,The system-generated timestamp of when the last update or change to the documents for this listing was made.,"Listing,Media",Timestamp,,27.0,,,Heure et date de la mise à jour des documents,Marca de Tiempo de Cambio de Documentos,Active,78d12c3,100775.0,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",OM,2016-06-21 00:00:00,2021-06-17 00:00:00,,DocumentsChangeTimestamp Field,https://ddwiki.reso.org/display/DDW20/DocumentsChangeTimestamp+Field,2105411,,,
Property,DocumentsCount,Documents Count,The total number of documents or supplements included with the listing.,"Listing,Media",Number,,2.0,,,Nombre de documents,Conteo de Documentos,Active,1feba6b,100781.0,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",OM,2012-04-20 00:00:00,2021-06-17 00:00:00,,DocumentsCount Field,https://ddwiki.reso.org/display/DDW20/DocumentsCount+Field,2105418,,,
Property,DocumentStatus,Document Status,The statuses a document could be in during a transaction.,"Listing, Media","String List, Single",,50.0,,,,,,588fe4e,,Open with Enumerations,DocumentStatus,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",OM,2022-02-24 00:00:00,2022-02-24 00:00:00,2.0.0,DocumentStatus Field,https://ddwiki.reso.org/display/DDW20/DocumentStatus+Field,2105424,,,
Property,DOH1,DOH 1,"The Department of Housing decal number for the mobile or manufactured home. For the first or only unit/section, use DOH 1 over DOH 2 or 3.",Structure,String,,25.0,,Unit1HCDHUDDECAL,Department of Housing 1,DOH 1,Active,6d4b975,100396.0,,,No,"RESI,RLSE,MOBI",,2018-12-26 00:00:00,2021-06-17 00:00:00,,DOH1 Field,https://ddwiki.reso.org/display/DDW20/DOH1+Field,2105149,,,
Property,DOH2,DOH 2,"The Department of Housing decal number for the mobile or manufactured home. For two units/sections, use DOH 1 and 2 over DOH 3.",Structure,String,,25.0,,Unit2HCDHUDDECAL,Department of Housing 2,DOH 2,Active,be614fc,100399.0,,,No,"RESI,RLSE,MOBI",,2018-12-26 00:00:00,2021-06-17 00:00:00,,DOH2 Field,https://ddwiki.reso.org/display/DDW20/DOH2+Field,2105155,,,
Property,DOH3,DOH 3,"The Department of Housing decal number for the mobile or manufactured home. For two units/sections, use DOH 1 and 2 over DOH 3.",Structure,String,,25.0,,Unit3HCDHUDDECAL,Department of Housing 3,DOH 3,Active,660826e,100402.0,,,No,"RESI,RLSE,MOBI",,2018-12-26 00:00:00,2021-06-17 00:00:00,,DOH3 Field,https://ddwiki.reso.org/display/DDW20/DOH3+Field,2105161,,,
Property,DoorFeatures,Door Features,A list of features or description of the doors included in the sale/lease.,Structure,"String List, Multi",,1024.0,,,Caractéristiques des portes,Características de Puerta,Active,2f4b6d6,100364.0,Open with Enumerations,DoorFeatures,No,"RESI,RLSE,RINC,MOBI,FARM",,2018-12-26 00:00:00,2021-06-17 00:00:00,,DoorFeatures Field,https://ddwiki.reso.org/display/DDW20/DoorFeatures+Field,2105165,,,
Property,DualOrVariableRateCommissionYN,Dual or Variable Rate Commission Yes/No,A commission arrangement in which the seller agrees to pay a specified commission to the listing broker if the property is sold through the efforts of a cooperating broker. The seller pays the listing broker a different commission amount if there is no cooperating broker involved in the sale or the sale occurs due to the efforts of the seller directly.,"Listing,Compensation",Boolean,,,,,,,Active,a11aa3e,,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",OM,2020-02-20 00:00:00,2023-04-04 00:00:00,2.0.0,DualOrVariableRateCommissionYN Field,https://ddwiki.reso.org/display/DDW20/DualOrVariableRateCommissionYN+Field,2105091,,,
Property,Electric,Electric,"A list of electric-service related features of the property (e.g., 110 Volt, 3 Phase, 220 Volt, RV Hookup). Note: the previous Electric field was renamed to DistanceToElectricComments.",Utilities,"String List, Multi",,1024.0,,,Électricité,Electricidad,Active,8225eaf,100861.0,Open with Enumerations,Electric,No,"RESI,RLSE,RINC,LAND,MOBI,FARM",IDX,2018-12-26 00:00:00,2023-08-25 00:00:00,,Electric Field,https://ddwiki.reso.org/display/DDW20/Electric+Field,2105494,,,
Property,ElectricExpense,Electric Expense,The annual expense that is not paid directly by the tenant and is included in the Operating Expense calculations.,Financial,Number,,14.0,2.0,,Dépenses en électricité,Gasto Eléctrico,Active,b94c787,100263.0,,,No,"RINC,COMS,COML",,2011-11-09 00:00:00,2021-06-17 00:00:00,,ElectricExpense Field,https://ddwiki.reso.org/display/DDW20/ElectricExpense+Field,2105152,,,
Property,ElectricOnPropertyYN,Electric On Property Yes/No,Indicates whether or not the property currently has electrical utility available on the property.,Utilities,Boolean,,,,,Électricité sur la propriété O/N,Electricidad en la Propiedad SN,Active,f451c64,100287.0,,,No,"LAND,FARM",,2016-06-21 00:00:00,2021-06-17 00:00:00,,ElectricOnPropertyYN Field,https://ddwiki.reso.org/display/DDW20/ElectricOnPropertyYN+Field,2105501,,,
Property,ElementarySchool,Elementary School,The name of the primary school having a catchment area that includes the associated property.,"Location,School","String List, Single",,50.0,,,École élémentaire,Escuela Primaria,Active,24015e0,100093.0,Open,ElementarySchool,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",IDX,2018-12-26 00:00:00,2021-06-17 00:00:00,,ElementarySchool Field,https://ddwiki.reso.org/display/DDW20/ElementarySchool+Field,2105414,,,
Property,ElementarySchoolDistrict,Elementary School District,The name of the elementary school district having a catchment area that includes the associated property.,"Location,School","String List, Single",,50.0,,,District de l’école élémentaire,Distrito de Escuela Primaria,Active,2c4cb25,100096.0,Open,ElementarySchoolDistrict,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",IDX,2018-12-26 00:00:00,2021-06-17 00:00:00,,ElementarySchoolDistrict Field,https://ddwiki.reso.org/display/DDW20/ElementarySchoolDistrict+Field,2105420,,,
Property,Elevation,Elevation,"The elevation of the property in relation to sea level. Use the Elevation Units field to communicate the unit of measurement (i.e., feet, meters).","Location,GIS",Number,,5.0,,,Élévation,Elevación,Active,6d93749,100904.0,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML",,2014-07-03 00:00:00,2021-06-17 00:00:00,,Elevation Field,https://ddwiki.reso.org/display/DDW20/Elevation+Field,2105360,,,Elevation = [value]
Property,ElevationUnits,Elevation Units,"A pick list of the unit of measurement used in the Elevation field (i.e., Feet, Meters).","Location,GIS","String List, Single",,10.0,,,Unité de mesure de l’élévation,Unidades de Elevación,Active,c38bfde,100905.0,Open with Enumerations,LinearUnits,No,"RESI,RLSE,RINC,LAND,MOBI,FARM",,2016-06-21 00:00:00,2021-06-17 00:00:00,,ElevationUnits Field,https://ddwiki.reso.org/display/DDW20/ElevationUnits+Field,2105366,,,
Property,EntryLevel,Entry Level,"A numeric field that describes the level within the structure, single-family residence (SFR) or a unit in a building, where the main entry to the dwelling is located. When a unit has one floor, it is implicit that this is also the level of the unit itself.",Structure,Number,,4.0,,Unit Floor Number,Étage où est située de la porte d’entrée,Nivel de Entrada,Active,c978b75,100854.0,,,No,"RESI,RLSE,RINC,MOBI,FARM,COMS,COML",,2013-05-21 00:00:00,2021-06-17 00:00:00,,EntryLevel Field,https://ddwiki.reso.org/display/DDW20/EntryLevel+Field,2105171,,,
Property,EntryLocation,Entry Location,"A description of the main entry way to the property (e.g., elevator, ground level w/ steps, ground level w/o steps, top level).",Structure,String,,50.0,,Entry Description,Emplacement de la porte d’entrée,Ubicación de Entrada,Active,8eec420,100853.0,,,No,"RESI,RLSE,RINC,MOBI,FARM",,2013-05-21 00:00:00,2021-06-17 00:00:00,,EntryLocation Field,https://ddwiki.reso.org/display/DDW20/EntryLocation+Field,2105177,,,
Property,Exclusions,Exclusions,"Elements of the property that will not be included in the sale (e.g., chandeliers removed prior to close).","Listing,Contract",String,,1024.0,,ExclusionRemarks,Exclusions,Exclusiones,Active,09a46c3,100056.0,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",OM,2018-12-26 00:00:00,2021-06-17 00:00:00,,Exclusions Field,https://ddwiki.reso.org/display/DDW20/Exclusions+Field,2105317,,,
Property,ExistingLeaseType,Existing Lease Type,"Information about the status of the existing lease on the property (i.e., Net, NNN, NN, Gross, Absolute Net, Escalation Clause, Ground Lease).",Financial,"String List, Multi",,75.0,,,Type de bail existant,,Active,177d652,,Open with Enumerations,ExistingLeaseType,No,"RINC,COMS",OM,2020-04-22 00:00:00,2021-06-17 00:00:00,2.0.0,ExistingLeaseType Field,https://ddwiki.reso.org/display/DDW20/ExistingLeaseType+Field,2105158,,,
Property,ExpirationDate,Expiration Date,"The date when the listing agreement will expire. This is the date entered by the agent reflecting when the change contractually occurred or will occur, not a timestamp of when the change was made in the MLS. The expiration date of listings, prior to their expiration, cancellation, sale or lease, is confidential information and should be restricted to the agent and their managers, partners or broker.","Listing,Dates",Date,,10.0,,"DateExpired, Expired",Date d’expiration,Fecha de Expiración,Active,37c28f8,100016.0,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",,2016-06-21 00:00:00,2021-06-17 00:00:00,,ExpirationDate Field,https://ddwiki.reso.org/display/DDW20/ExpirationDate+Field,2104972,,,
Property,ExteriorFeatures,Exterior Features,A list of features or a description of the exterior of the property included in the sale/lease.,Structure,"String List, Multi",,1024.0,,,Caractéristiques de l’extérieur,Características Externas,Active,fe9c81c,100344.0,Open with Enumerations,ExteriorFeatures,No,"RESI,RLSE,RINC,MOBI,FARM","IDX,OM",2018-12-26 00:00:00,2021-06-17 00:00:00,,ExteriorFeatures Field,https://ddwiki.reso.org/display/DDW20/ExteriorFeatures+Field,2105183,,,
Property,FarmCreditServiceInclYN,Farm Credit Service Incl Yes/No,Indicates whether or not Farm Credit Service shares are included in the price of the property.,Farming,Boolean,,,,,Farm Credit Services of America inclus O/N,Servicio de Crédito Agrícola Incluido SN,Active,0710f15,100299.0,,,No,FARM,OM,2018-12-26 00:00:00,2021-06-17 00:00:00,,FarmCreditServiceInclYN Field,https://ddwiki.reso.org/display/DDW20/FarmCreditServiceInclYN+Field,2105358,,,
Property,FarmLandAreaSource,Farm Land Area Source,"The source of the measurements. This may be a pick list of options showing the source of the measurement (i.e., agent, assessor, estimate). This field applies to all farm area fields (Cultivated, Pasture, Range, Wooded).",Farming,"String List, Single",,50.0,,,Source des mesures de la terre agricole,Fuente de Área de Tierra Agrícola,Active,44742b6,100301.0,Open with Enumerations,AreaSource,No,FARM,,2016-06-21 00:00:00,2021-06-17 00:00:00,,FarmLandAreaSource Field,https://ddwiki.reso.org/display/DDW20/FarmLandAreaSource+Field,2105364,,,
Property,FarmLandAreaUnits,Farm Land Area Units,"A pick list of the unit of measurement for the area (i.e., Square Feet, Square Meters, Acres, etc.). This field applies to all farm area fields (e.g., Cultivated, Pasture, Range, Wooded).",Farming,"String List, Single",,25.0,,,Unité de mesure de la terre agricole,Unidades de Área de Tierra Agrícola,Active,0a39b0d,100300.0,Open with Enumerations,AreaUnits,No,FARM,,2016-06-21 00:00:00,2021-06-17 00:00:00,,FarmLandAreaUnits Field,https://ddwiki.reso.org/display/DDW20/FarmLandAreaUnits+Field,2105369,,,
Property,Fencing,Fencing,A list of types of fencing found at the property being sold.,Characteristics,"String List, Multi",,1024.0,,,Clôture,Cercado,Active,ea6b73d,100297.0,Open,Fencing,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML",IDX,2018-12-26 00:00:00,2021-06-17 00:00:00,,Fencing Field,https://ddwiki.reso.org/display/DDW20/Fencing+Field,2104940,,,
Property,FhaEligibility,FHA Eligibility,The status of the property's FHA eligibility.,"Listing,Closing","String List, Single",,25.0,,,,,Active,c90c7bc,,Locked with Enumerations,FhaEligibility,No,"RESI,MOBI",OM,2016-11-17 00:00:00,2016-11-17 00:00:00,2.0.0,FhaEligibility Field,https://ddwiki.reso.org/display/DDW20/FhaEligibility+Field,2105060,,,
Property,FinancialDataSource,Financial Data Source,"The source of the rental information (e.g., Accountant, Owner).",Financial,"String List, Multi",,75.0,,,Source des données financières,Fuente de Información Financiera,Active,f51975f,100887.0,Open with Enumerations,FinancialDataSource,No,RINC,,2013-11-19 00:00:00,2021-06-17 00:00:00,,FinancialDataSource Field,https://ddwiki.reso.org/display/DDW20/FinancialDataSource+Field,2105164,,,
Property,FireplaceFeatures,Fireplace Features,A list of features or a description of the fireplace(s) included in the sale/lease.,Structure,"String List, Multi",,1024.0,,,Caractéristiques du foyer,Características de Chimenea,Active,8b0ba2d,100347.0,Open with Enumerations,FireplaceFeatures,No,"RESI,RLSE,RINC,MOBI,FARM",IDX,2018-12-26 00:00:00,2021-06-17 00:00:00,,FireplaceFeatures Field,https://ddwiki.reso.org/display/DDW20/FireplaceFeatures+Field,2105189,,,
Property,FireplacesTotal,Fireplaces Total,Indicates whether or not the property includes a fireplace.,Structure,Number,,3.0,,,Foyers totaux,Total de Chimeneas,Active,00a8dbc,100350.0,,,No,"RESI,RLSE,RINC,MOBI,FARM",IDX,2018-12-26 00:00:00,2021-06-17 00:00:00,,FireplacesTotal Field,https://ddwiki.reso.org/display/DDW20/FireplacesTotal+Field,2105193,,,"Heating Type = ""Fireplace""Quantity = [value]"
Property,FireplaceYN,Fireplace Yes/No,Does the property include a fireplace.,Structure,Boolean,,,,,Foyer O/N,Chimenea SN,Active,e28a47b,100858.0,,,No,"RESI,RLSE,RINC,MOBI,FARM",IDX,2018-12-26 00:00:00,2021-06-17 00:00:00,,FireplaceYN Field,https://ddwiki.reso.org/display/DDW20/FireplaceYN+Field,2105199,,,"Heating Type = ""Fireplace"""
