ResourceName,StandardName,DisplayName,Definition,Groups,SimpleDataType,SourceResource,SugMaxLength,SugMaxPrecision,Synonyms,FrenchCanadianDisplayName,SpanishDisplayName,ElementStatus,RecordId,LegacyRecordId,LookupStatus,LookupName,RepeatingElement,PropertyTypes,Payloads,StatusChangeDate,RevisedDate,AddedInVersion,WikiPageTitle,WikiPageUrl,WikiPageId,TargetResourceKey,SourceResourceKey,BEDES
Caravan,CaravanRemarks,Caravan Remarks,"The detailed description, directions, policy or other details about the tour.",,String,,500.0,,,,,Active,3221539,,,,No,,,2021-02-03 00:00:00,2021-02-03 00:00:00,2.0.0,CaravanRemarks Field,https://ddwiki.reso.org/display/DDW20/CaravanRemarks+Field,1136110,,,
Caravan,CaravanStartLocation,Caravan Start Location,"A description or address of the location where the tour begins. This is typically not one of the stops but an event where each of the stops are presented, general announcements are made, refreshments and/or prizes are given.",,String,,50.0,,,,,Active,7970c7b,,,,No,,,2021-02-03 00:00:00,2021-02-03 00:00:00,2.0.0,CaravanStartLocation Field,https://ddwiki.reso.org/display/DDW20/CaravanStartLocation+Field,1136116,,,
Caravan,CaravanStartLocationGiveaways,Caravan Start Location Giveaways,"A description of prizes, drawings, etc., that will be given at the tour start location.",,String,,255.0,,,,,Active,dc56ceb,,,,No,,,2021-02-03 00:00:00,2021-02-03 00:00:00,2.0.0,CaravanStartLocationGiveaways Field,https://ddwiki.reso.org/display/DDW20/CaravanStartLocationGiveaways+Field,1136123,,,
Caravan,CaravanStartLocationRefreshments,Caravan Start Location Refreshments,A description of the refreshments that will be served at the tour start location.,,String,,255.0,,,,,Active,96231c0,,,,No,,,2021-02-03 00:00:00,2021-02-03 00:00:00,2.0.0,CaravanStartLocationRefreshments Field,https://ddwiki.reso.org/display/DDW20/CaravanStartLocationRefreshments+Field,1136129,,,
Caravan,CaravanStartTime,Caravan Start Time,The start time of the organized tour.,,Timestamp,,27.0,,,,,Active,dad243d,,,,No,,,2021-02-03 00:00:00,2021-02-03 00:00:00,2.0.0,CaravanStartTime Field,https://ddwiki.reso.org/display/DDW20/CaravanStartTime+Field,1136135,,,
Caravan,CaravanStatus,Caravan Status,"Status of the organized tour (e.g., Active, Cancelled, Ended, etc.).",,"String List, Single",,25.0,,,,,Active,873d590,,Open with Enumerations,CaravanStatus,No,,,2021-02-03 00:00:00,2021-02-03 00:00:00,2.0.0,CaravanStatus Field,https://ddwiki.reso.org/display/DDW20/CaravanStatus+Field,1136142,,,
Caravan,CaravanType,Caravan Type,"The type of organized tour (e.g., AOR, Broker, Other, etc.).",,"String List, Single",,25.0,,,,,Active,f2ddf36,,Open with Enumerations,CaravanType,No,,,2021-02-03 00:00:00,2021-02-03 00:00:00,2.0.0,CaravanType Field,https://ddwiki.reso.org/display/DDW20/CaravanType+Field,1136148,,,
Caravan,ModificationTimestamp,Modification Timestamp,The date/time the Caravan record was last modified.,,Timestamp,,27.0,,,,,Active,03fddd1,,,,No,,,2021-02-03 00:00:00,2021-02-03 00:00:00,2.0.0,ModificationTimestamp Field (Caravan),https://ddwiki.reso.org/pages/viewpage.action?pageId=1136154,1136154,,,
Caravan,OriginalEntryTimestamp,Original Entry Timestamp,The date/time the Caravan record was originally input into the source system.,,Timestamp,,27.0,,,,,Active,f5733e9,,,,No,,,2021-02-03 00:00:00,2021-02-03 00:00:00,2.0.0,OriginalEntryTimestamp Field (Caravan),https://ddwiki.reso.org/pages/viewpage.action?pageId=1136161,1136161,,,
Caravan,OriginatingSystemId,Originating System ID,"The RESO UOI's OrganizationUniqueId of the originating record provider. The originating system is the system with authoritative control over the record (e.g., the name of the MLS where the CaravanStop was inputted). In cases where the originating system was not where the record originated (the authoritative system), see the Originating System fields.",,String,,25.0,,,,,Active,324920b,,,,No,,,2021-02-03 00:00:00,2021-02-03 00:00:00,2.0.0,OriginatingSystemId Field (Caravan),https://ddwiki.reso.org/pages/viewpage.action?pageId=1136168,1136168,,,
Caravan,OriginatingSystemKey,Originating System Key,"The system key, a unique record identifier, from the originating system. The originating system is the system with authoritative control over the record (e.g., the MLS where the CaravanStop was inputted). There may be cases where the source system (how you received the record) is not the originating system. See Source System Key for more information.",,String,,255.0,,,,,Active,0f83eef,,,,No,,,2021-02-03 00:00:00,2021-02-03 00:00:00,2.0.0,OriginatingSystemKey Field (Caravan),https://ddwiki.reso.org/pages/viewpage.action?pageId=1136174,1136174,,,
Caravan,OriginatingSystemName,Originating System Name,The name of the originating record provider. Most commonly the name of the MLS. The place where the CaravanStop was originally inputted. The legal name of the company.,,String,,255.0,,,,,Active,acb9222,,,,No,,,2021-02-03 00:00:00,2021-02-03 00:00:00,2.0.0,OriginatingSystemName Field (Caravan),https://ddwiki.reso.org/pages/viewpage.action?pageId=1136181,1136181,,,
Caravan,SourceSystemId,Source System ID,"The RESO UOI's OrganizationUniqueId of the source record provider. The source system is the system from which the record was directly received. In cases where the source system was not where the record originated (the authoritative system), see the Originating System fields.",,String,,25.0,,,,,Active,174d60e,,,,No,,,2021-02-03 00:00:00,2021-02-03 00:00:00,2.0.0,SourceSystemId Field (Caravan),https://ddwiki.reso.org/pages/viewpage.action?pageId=1136185,1136185,,,
Caravan,SourceSystemKey,Source System Key,"The system key, a unique record identifier, from the source system. The source system is the system from which the record was directly received. In cases where the source system was not where the record originated (the authoritative system), see the Originating System fields.",,String,,255.0,,,,,Active,50f0eb3,,,,No,,,2021-02-03 00:00:00,2021-02-03 00:00:00,2.0.0,SourceSystemKey Field (Caravan),https://ddwiki.reso.org/pages/viewpage.action?pageId=1136192,1136192,,,
Caravan,SourceSystemName,Source System Name,The name of the CaravanStop record provider. The system from which the record was directly received. The legal name of the company.,,String,,255.0,,,,,Active,3458d0f,,,,No,,,2021-02-03 00:00:00,2021-02-03 00:00:00,2.0.0,SourceSystemName Field (Caravan),https://ddwiki.reso.org/pages/viewpage.action?pageId=1136198,1136198,,,
CaravanStop,CaravanKey,Caravan Key,"A system unique identifier. Specifically, a foreign key referencing the primary key of the Caravan Resource.",,String,,255.0,,,,,Active,7fb4f99,,,,No,,,2021-02-03 00:00:00,2021-02-03 00:00:00,2.0.0,CaravanKey Field (CaravanStop),https://ddwiki.reso.org/pages/viewpage.action?pageId=1136028,1136028,,,
CaravanStop,CaravanStopKey,Caravan Stop Key,"A system unique identifier. Specifically, a foreign key referencing the primary key of the CaravanStop Resource.",,String,,255.0,,,,,Active,2086b2a,,,,No,,,2021-02-03 00:00:00,2021-02-03 00:00:00,2.0.0,CaravanStopKey Field,https://ddwiki.reso.org/display/DDW20/CaravanStopKey+Field,1136033,,,
CaravanStop,ModificationTimestamp,Modification Timestamp,The date/time the CaravanStop record was last modified.,,Timestamp,,27.0,,,,,Active,77e9b2d,,,,No,,,2021-02-03 00:00:00,2021-02-03 00:00:00,2.0.0,ModificationTimestamp Field (CaravanStop),https://ddwiki.reso.org/pages/viewpage.action?pageId=1136039,1136039,,,
CaravanStop,OriginalEntryTimestamp,Original Entry Timestamp,The date/time the CaravanStop record was originally input into the source system.,,Timestamp,,27.0,,,,,Active,ded2c06,,,,No,,,2021-02-03 00:00:00,2021-02-03 00:00:00,2.0.0,OriginalEntryTimestamp Field (CaravanStop),https://ddwiki.reso.org/pages/viewpage.action?pageId=1136045,1136045,,,
CaravanStop,OriginatingSystemId,Originating System ID,"The RESO Unique Organization Identifier (UOI) OrganizationUniqueId of the originating record provider. The originating system is the system with authoritative control over the record (e.g., the name of the MLS where caravan stops were input). In cases where the originating system was not where the record originated (the authoritative system), see the Originating System fields.",,String,,25.0,,,,,Active,276f8d3,,,,No,,,2021-02-03 00:00:00,2021-02-03 00:00:00,2.0.0,OriginatingSystemId Field (CaravanStop),https://ddwiki.reso.org/pages/viewpage.action?pageId=1136050,1136050,,,
CaravanStop,OriginatingSystemKey,Originating System Key,"The system key, a unique record identifier, from the originating system. The originating system is the system with authoritative control over the record (e.g., the MLS where the caravan stops were input). There may be cases where the source system (how the record was received) is not the originating system. See Source System Key for more information.",,String,,255.0,,,,,Active,2f672c5,,,,No,,,2021-02-03 00:00:00,2021-02-03 00:00:00,2.0.0,OriginatingSystemKey Field (CaravanStop),https://ddwiki.reso.org/pages/viewpage.action?pageId=1136056,1136056,,,
CaravanStop,OriginatingSystemName,Originating System Name,"The name of the originating record provider, most commonly the name of the MLS. The place where the caravan stops are originally input. The legal name of the company.",,String,,255.0,,,,,Active,60df505,,,,No,,,2021-02-03 00:00:00,2021-02-03 00:00:00,2.0.0,OriginatingSystemName Field (CaravanStop),https://ddwiki.reso.org/pages/viewpage.action?pageId=1136062,1136062,,,
CaravanStop,SourceSystemId,Source System ID,"The RESO Unique Organization Identifier (UOI) OrganizationUniqueId of the source record provider. The source system is the system from which the record was directly received. In cases where the source system was not where the record originated (the authoritative system), see the Originating System fields.",,String,,25.0,,,,,Active,974deb2,,,,No,,,2021-02-03 00:00:00,2021-02-03 00:00:00,2.0.0,SourceSystemId Field (CaravanStop),https://ddwiki.reso.org/pages/viewpage.action?pageId=1136068,1136068,,,
CaravanStop,SourceSystemKey,Source System Key,"The system key, a unique record identifier, from the source system. The source system is the system from which the record was directly received. In cases where the source system was not where the record originated (the authoritative system), see the Originating System fields.",,String,,255.0,,,,,Active,e97a02d,,,,No,,,2021-02-03 00:00:00,2021-02-03 00:00:00,2.0.0,SourceSystemKey Field (CaravanStop),https://ddwiki.reso.org/pages/viewpage.action?pageId=1136074,1136074,,,
CaravanStop,SourceSystemName,Source System Name,The name of the caravan stop's record provider. The system from which the record was directly received. The legal name of the company.,,String,,255.0,,,,,Active,ac91b55,,,,No,,,2021-02-03 00:00:00,2021-02-03 00:00:00,2.0.0,SourceSystemName Field (CaravanStop),https://ddwiki.reso.org/pages/viewpage.action?pageId=1136080,1136080,,,
CaravanStop,StopAttendedBy,Stop Attended By,"This states whether a caravan stop will be attended by a licensed agent (i.e., Attended by Agent, Attended by the Seller or Unattended).",,"String List, Single",,25.0,,,,,Active,f3774f8,,Open with Enumerations,CaravanStopAttended,No,,,2021-02-03 00:00:00,2021-02-03 00:00:00,2.0.0,StopAttendedBy Field,https://ddwiki.reso.org/display/DDW20/StopAttendedBy+Field,1136087,,,
CaravanStop,StopClassName,Stop Class Name,The name of the class that that applies to this caravan stop record. Typical stops are represented by open house or listing records. A stop might also be another custom/local resource.,,"String List, Single",,50.0,,,,,Active,70704b3,,Open with Enumerations,CaravanStopClassName,No,,,2021-02-03 00:00:00,2021-02-03 00:00:00,2.0.0,StopClassName Field,https://ddwiki.reso.org/display/DDW20/StopClassName+Field,1136092,,,
CaravanStop,StopDate,Stop Date,The date the caravan stop will be open.,,Date,,10.0,,,,,Active,0080694,,,,No,,,2021-02-03 00:00:00,2021-02-03 00:00:00,2.0.0,StopDate Field,https://ddwiki.reso.org/display/DDW20/StopDate+Field,1136099,,,
CaravanStop,StopEndTime,Stop End Time,The time the caravan stop will be closed.,,Timestamp,,27.0,,,,,Active,e6cf8f4,,,,No,,,2021-02-03 00:00:00,2021-02-03 00:00:00,2.0.0,StopEndTime Field,https://ddwiki.reso.org/display/DDW20/StopEndTime+Field,1136105,,,
CaravanStop,StopId,Stop ID,The ID of a caravan stop record. Typical stops are represented by an open house or listing record's ID. A stop might also be another custom/local resource.,,String,,255.0,,,,,Active,de953b0,,,,No,,,2021-02-03 00:00:00,2021-02-03 00:00:00,2.0.0,StopId Field,https://ddwiki.reso.org/display/DDW20/StopId+Field,1136111,,,
CaravanStop,StopKey,Stop Key,The key of a caravan stop record. This is a foreign key to the CaravanStop Resource. Typical stops are represented by an open house or listing record's key. A stop might also be another custom/local resource.,,String,,255.0,,,,,Active,3e69a04,,,,No,,,2021-02-03 00:00:00,2021-02-03 00:00:00,2.0.0,StopKey Field,https://ddwiki.reso.org/display/DDW20/StopKey+Field,1136117,,,
CaravanStop,StopOrder,Stop Order,This is used when the order of stops needs to be communicated.,,Number,,2.0,,,,,Active,5594388,,,,No,,,2021-02-03 00:00:00,2021-02-03 00:00:00,2.0.0,StopOrder Field,https://ddwiki.reso.org/display/DDW20/StopOrder+Field,1136124,,,
CaravanStop,StopRefreshments,Stop Refreshments,A description of the refreshments that will be served at the caravan stop.,,String,,255.0,,,,,Active,7c57c03,,,,No,,,2021-02-03 00:00:00,2021-02-03 00:00:00,2.0.0,StopRefreshments Field,https://ddwiki.reso.org/display/DDW20/StopRefreshments+Field,1136130,,,
CaravanStop,StopRemarks,Stop Remarks,"Comments, instructions or information about the caravan stop.",,String,,500.0,,,,,Active,7ed7406,,,,No,,,2021-02-03 00:00:00,2021-02-03 00:00:00,2.0.0,StopRemarks Field,https://ddwiki.reso.org/display/DDW20/StopRemarks+Field,1136136,,,
CaravanStop,StopResourceName,Stop Resource Name,The name of the resource that applies to this caravan stop record. Typical stops are represented by open house or listing records. A stop might also be another custom/local resource.,,"String List, Single",,50.0,,,,,Active,980a279,,Open with Enumerations,CaravanResourceName,No,,,2021-02-03 00:00:00,2021-02-03 00:00:00,2.0.0,StopResourceName Field,https://ddwiki.reso.org/display/DDW20/StopResourceName+Field,1136141,,,
CaravanStop,StopShowingAgentFirstName,Stop Showing Agent First Name,The first name of the showing agent for the caravan stop.,,String,,50.0,,,,,Active,e927b54,,,,No,,,2021-02-03 00:00:00,2021-02-03 00:00:00,2.0.0,StopShowingAgentFirstName Field,https://ddwiki.reso.org/display/DDW20/StopShowingAgentFirstName+Field,1136147,,,
CaravanStop,StopShowingAgentKey,Stop Showing Agent Key,"A system unique identifier for the caravan stop's showing agent. Specifically, in aggregation systems, the key is the system unique identifier from the system that the record was retrieved. This may be identical to the related xxxId. This is a foreign key relating to the MemberKey of the Member Resource.",,String,,255.0,,,,,Active,35d924e,,,,No,,,2021-02-03 00:00:00,2021-02-03 00:00:00,2.0.0,StopShowingAgentKey Field,https://ddwiki.reso.org/display/DDW20/StopShowingAgentKey+Field,1136153,,,
CaravanStop,StopShowingAgentLastName,Stop Showing Agent Last Name,The last name of the showing agent for the caravan stop.,,String,,50.0,,,,,Active,45c2824,,,,No,,,2021-02-03 00:00:00,2021-02-03 00:00:00,2.0.0,StopShowingAgentLastName Field,https://ddwiki.reso.org/display/DDW20/StopShowingAgentLastName+Field,1136160,,,
CaravanStop,StopShowingAgentMlsId,Stop Showing Agent MLS ID,"The local, well-known identifier for the showing agent. This value may not be unique. Specifically, in the case of aggregation systems, this value should be the identifier from the original system.",,String,,25.0,,,,,Active,64bbd8b,,,,No,,,2021-02-03 00:00:00,2021-02-03 00:00:00,2.0.0,StopShowingAgentMlsId Field,https://ddwiki.reso.org/display/DDW20/StopShowingAgentMlsId+Field,1136166,,,
CaravanStop,StopStartTime,Stop Start Time,The time the caravan stop will be open.,,Timestamp,,27.0,,,,,Active,d9127e4,,,,No,,,2021-02-03 00:00:00,2021-02-03 00:00:00,2.0.0,StopStartTime Field,https://ddwiki.reso.org/display/DDW20/StopStartTime+Field,1136172,,,
ContactListingNotes,Contact,Contact,The contact associated with the ContactListingNotes record.,,Resource,Contacts,,,,,,Active,e1ab2ea,,,,No,,,2022-01-06 00:00:00,2022-01-06 00:00:00,1.7.0,Contact Field,https://ddwiki.reso.org/display/DDW20/Contact+Field,2116146,ContactKey,ContactKey,
ContactListingNotes,ContactKey,Contact Key,The key of the corresponding contact record. ContactKey and the ListingKey are used as a compound key for this record.,,String,,255.0,,,,Clave de Contacto,Active,e549e24,443001.0,,,No,,,2017-08-09 00:00:00,2017-05-24 00:00:00,1.6.0,ContactKey Field,https://ddwiki.reso.org/display/DDW20/ContactKey+Field,2116152,,,
ContactListingNotes,ContactListingNotesKey,Contact Listing Notes Key,"A system unique identifier. Specifically, in aggregation systems, the key is the system unique identifier from the system that the record was just retrieved. This may be identical to the related xxxId identifier, but the key is guaranteed unique for this record set.",,String,,255.0,,,,,Active,869e725,443009.0,,,No,,,2018-12-26 00:00:00,2017-10-03 00:00:00,1.7.0,ContactListingNotesKey Field,https://ddwiki.reso.org/display/DDW20/ContactListingNotesKey+Field,1135698,,,
ContactListingNotes,HistoryTransactional,History Transactional,The history of the ContactListingNotes record.,,Collection,HistoryTransactional,,,,,,Active,d3d17be,,,,No,,,2023-04-04 00:00:00,2023-04-04 00:00:00,2.0.0,HistoryTransactional Field (ContactListingNotes),https://ddwiki.reso.org/pages/viewpage.action?pageId=1135704,1135704,,,
ContactListingNotes,Listing,Listing,The listing for the ContactListings record.,,Resource,Property,,,,,,Active,8fab2f0,,,,No,,,2023-04-04 00:00:00,2023-04-04 00:00:00,2.0.0,Listing Field,https://ddwiki.reso.org/display/DDW20/Listing+Field,2116169,,,
ContactListingNotes,ListingId,Listing ID,The ID for the corresponding listing record.,,String,,255.0,,,,ID de Listado,Active,7800af2,443003.0,,,No,,,2017-08-09 00:00:00,2017-05-24 00:00:00,1.6.0,ListingId Field (ContactListingNotes),https://ddwiki.reso.org/pages/viewpage.action?pageId=1135716,1135716,,,
ContactListingNotes,ListingKey,Listing Key,The key of the corresponding listing record. ContactKey and the ListingKey are used as a compound key for this record.,,String,,255.0,,,,Clave de Listado,Active,69209a9,443004.0,,,No,,,2017-08-09 00:00:00,2017-05-24 00:00:00,1.6.0,ListingKey Field (ContactListingNotes),https://ddwiki.reso.org/pages/viewpage.action?pageId=1135722,1135722,,,
ContactListingNotes,ModificationTimestamp,Modification Timestamp,The date/time a note was written.,,Timestamp,,27.0,,,,Marca de Tiempo de Modificación,Active,299d504,443006.0,,,No,,,2017-08-09 00:00:00,2017-05-24 00:00:00,1.6.0,ModificationTimestamp Field (ContactListingNotes),https://ddwiki.reso.org/pages/viewpage.action?pageId=1135728,1135728,,,
ContactListingNotes,NoteContents,Note Contents,The contents of a note.,,String,,500.0,,,,Contenido de Notas,Active,6169fca,443007.0,,,No,,,2017-08-09 00:00:00,2017-05-24 00:00:00,1.6.0,NoteContents Field,https://ddwiki.reso.org/display/DDW20/NoteContents+Field,1135734,,,
ContactListingNotes,NotedBy,Noted By,"The individual who wrote a note (i.e., Agent or Contact).",,"String List, Single",,25.0,,,,Registrado por,Active,dfa9bf6,443008.0,Open with Enumerations,NotedBy,No,,,2017-08-09 00:00:00,2017-05-24 00:00:00,1.6.0,NotedBy Field,https://ddwiki.reso.org/display/DDW20/NotedBy+Field,1135740,,,
ContactListings,AgentNotesUnreadYN,Agent Notes Unread Yes/No,"Indicates whether or not agent notes have gone unread. If yes, one or more of the agent notes are unread.",,Boolean,,,,,,Notas de Agente sin Leer SN,Active,bacc09d,424001.0,,,No,,,2017-08-09 00:00:00,2017-05-02 00:00:00,1.6.0,AgentNotesUnreadYN Field,https://ddwiki.reso.org/display/DDW20/AgentNotesUnreadYN+Field,1135211,,,
ContactListings,ClassName,Class Name,The name of the class where the listing record is located.,,"String List, Single",,50.0,,,,Nombre de Clase,Active,addc811,424002.0,Open with Enumerations,ClassName,No,,,2018-12-26 00:00:00,2017-09-26 00:00:00,1.6.0,ClassName Field,https://ddwiki.reso.org/display/DDW20/ClassName+Field,2116182,,,
ContactListings,Contact,Contact,The contact for the ContactListings record.,,Resource,Contacts,,,,,,Active,dfc617e,,,,No,,,2022-01-06 00:00:00,2022-01-06 00:00:00,1.7.0,Contact Field (ContactListings),https://ddwiki.reso.org/pages/viewpage.action?pageId=2116188,2116188,ContactKey,ContactKey,
ContactListings,ContactKey,Contact Key,"The foreign key relating to the Contacts Resource. A unique identifier for this record from the immediate source. This is a string that can include a Uniform Resource Identifier (URI) or other forms. This is the local key of the system. When records are received from other systems, a local key is commonly applied. If conveying the original keys from the source or originating systems, see Source System Contact Key and Originating System Contact Key in the Contacts Resource.",,String,,255.0,,,,Clave de Contacto,Active,af8f6e8,424003.0,,,No,,,2017-08-09 00:00:00,2022-01-09 00:00:00,1.6.0,ContactKey Field (ContactListings),https://ddwiki.reso.org/pages/viewpage.action?pageId=1135229,1135229,,,
ContactListings,ContactListingPreference,Contact Listing Preference,"The contact's preference selection on the given listing (i.e., Favorite, Possibility or Discard).",,"String List, Single",,25.0,,,,Preferencia de Contacto de Listado,Active,d3eea9c,424005.0,Open with Enumerations,ContactListingPreference,No,,,2017-08-09 00:00:00,2017-05-02 00:00:00,1.6.0,ContactListingPreference Field,https://ddwiki.reso.org/display/DDW20/ContactListingPreference+Field,1135234,,,
ContactListings,ContactListingsKey,Contact Listings Key,"A system unique identifier. Specifically, in aggregation systems, the key is the system unique identifier from the system that the record was just retrieved from. This may be identical to the related xxxId identifier, but the key is guaranteed unique for this record set.",,String,,255.0,,,,,Active,01565b0,424021.0,,,No,,,2018-12-26 00:00:00,2017-10-03 00:00:00,1.7.0,ContactListingsKey Field,https://ddwiki.reso.org/display/DDW20/ContactListingsKey+Field,1135240,,,
ContactListings,ContactLoginId,Contact Login ID,"The foreign key referring to the Contacts Resource's local, well-known identifier for the contact. This value may not be unique, specifically in the case of aggregation systems. This value should be the identifier from the original system and is used by the contact to log on to a client portal in that system.",,String,,25.0,,,,ID de Ingreso de Contacto,Active,89b9aee,424006.0,,,No,,,2017-08-09 00:00:00,2017-05-02 00:00:00,1.6.0,ContactLoginId Field,https://ddwiki.reso.org/display/DDW20/ContactLoginId+Field,2116212,,,
ContactListings,ContactNotesUnreadYN,Contact Notes Unread Yes/No,"A flag indicating whether or not the contact's notes are unread. This flag may be true/false, yes/no or another true, false or unknown indicator. As with all flags, the field may be null.",,Boolean,,,,,,Notas de Contacto No Leídas SN,Active,2d683bd,424007.0,,,No,,,2017-08-09 00:00:00,2017-05-02 00:00:00,1.6.0,ContactNotesUnreadYN Field,https://ddwiki.reso.org/display/DDW20/ContactNotesUnreadYN+Field,1135253,,,
ContactListings,DirectEmailYN,Direct Email Yes/No,"A flag indicating whether or not this is a direct email. If true, the email was a direct email sent to the client by the member. If false, the email was an automated email.",,Boolean,,,,,,Email Directo SN,Active,42db558,424008.0,,,No,,,2017-08-09 00:00:00,2017-05-02 00:00:00,1.6.0,DirectEmailYN Field,https://ddwiki.reso.org/display/DDW20/DirectEmailYN+Field,1135260,,,
ContactListings,HistoryTransactional,History Transactional,The history of the ContactListings record.,,Collection,HistoryTransactional,,,,,,Active,51886d2,,,,No,,,2023-04-04 00:00:00,2023-04-04 00:00:00,2.0.0,HistoryTransactional Field (ContactListings),https://ddwiki.reso.org/pages/viewpage.action?pageId=1135265,1135265,,,
ContactListings,LastAgentNoteTimestamp,Last Agent Note Timestamp,The date/time the member last added or updated a ListingNote.,,Timestamp,,27.0,,,,Marca de TiempoÚltima Nota del Agente,Active,2775c3a,424009.0,,,No,,,2017-08-09 00:00:00,2017-05-02 00:00:00,1.6.0,LastAgentNoteTimestamp Field,https://ddwiki.reso.org/display/DDW20/LastAgentNoteTimestamp+Field,1135270,,,
ContactListings,LastContactNoteTimestamp,Last Contact Note Timestamp,The date/time the contact last added or updated a ListingNote.,,Timestamp,,27.0,,,,Marca de TiempoÚltima Nota de Contrato,Active,39e11ec,424010.0,,,No,,,2017-08-09 00:00:00,2017-05-02 00:00:00,1.6.0,LastContactNoteTimestamp Field,https://ddwiki.reso.org/display/DDW20/LastContactNoteTimestamp+Field,1135276,,,
ContactListings,Listing,Listing,The listing for the ContactListings record.,,Resource,Property,,,,,,Active,7e259de,,,,No,,,2022-01-06 00:00:00,2022-01-06 00:00:00,1.7.0,Listing Field (ContactListings),https://ddwiki.reso.org/pages/viewpage.action?pageId=2116249,2116249,ListingKey,ListingKey,
ContactListings,ListingId,Listing ID,"The well-known identifier for the listing. The value may be identical to that of the Listing Key, but the Listing ID is intended to be the value used by a human to retrieve the information about a specific listing. In a multiple originating system or a merged system, this value may not be unique and may require the use of the provider system to create a synthetic unique value.",,String,,255.0,,,,ID de Listado,Active,dde7246,424011.0,,,No,,,2017-08-09 00:00:00,2017-05-02 00:00:00,1.6.0,ListingId Field (ContactListings),https://ddwiki.reso.org/pages/viewpage.action?pageId=1135288,1135288,,,
ContactListings,ListingKey,Listing Key,"The foreign key related to the Property Resource's unique identifier for this record from the immediate source. This is a string that can include a Uniform Resource Identifier (URI) or other forms. This is the local key of the system. When records are received from other systems, a local key is commonly applied. If conveying the original keys from the source or originating systems, see SourceSystemKey and OriginatingSystemKey.",,String,,255.0,,,,Clave de Listado,Active,d2c243e,424012.0,,,No,,,2017-08-09 00:00:00,2022-01-09 00:00:00,1.6.0,ListingKey Field (ContactListings),https://ddwiki.reso.org/pages/viewpage.action?pageId=1135294,1135294,,,
ContactListings,ListingModificationTimestamp,Listing Modification Timestamp,The last time the listing was updated. This does not refer to the ContactListing record but rather changes to the referenced listing.,,Timestamp,,27.0,,,,Marca de Tiempo Modificación de Listado,Active,ccf5e3a,424014.0,,,No,,,2017-08-09 00:00:00,2017-05-02 00:00:00,1.6.0,ListingModificationTimestamp Field,https://ddwiki.reso.org/display/DDW20/ListingModificationTimestamp+Field,1135300,,,
ContactListings,ListingNotes,Listing Notes,The notes input by the member and/or contact in reference to the given listing. This is a complex data type referencing the separate resource called ContactListingNotes.,,Collection,ContactListingNotes,,,,,Notas de Listado,Active,1057767,424020.0,,,No,,,2017-08-09 00:00:00,2017-05-24 00:00:00,1.6.0,ListingNotes Field,https://ddwiki.reso.org/display/DDW20/ListingNotes+Field,1135306,,ContactKey,
ContactListings,ListingSentTimestamp,Listing Sent Timestamp,The date/time the listing was sent to the contact.,,Timestamp,,27.0,,,,Marca de Tiempo Listado Enviado,Active,3ac0140,424015.0,,,No,,,2017-08-09 00:00:00,2019-08-28 00:00:00,1.6.0,ListingSentTimestamp Field,https://ddwiki.reso.org/display/DDW20/ListingSentTimestamp+Field,1135312,,,
ContactListings,ListingViewedYN,Listing Viewed Yes/No,"Indicates whether or not a listing has been viewed. If yes, the client has viewed the listing. This is typically when the client selects a detailed report rather than viewing a one-line or thumbnail display.",,Boolean,,,,,,Listado Visto SN,Active,ecd36d9,424016.0,,,No,,,2017-08-09 00:00:00,2017-05-02 00:00:00,1.6.0,ListingViewedYN Field,https://ddwiki.reso.org/display/DDW20/ListingViewedYN+Field,1135318,,,
ContactListings,ModificationTimestamp,Modification Timestamp,The date/time the ContactListing record was last modified.,,Timestamp,,27.0,,,,Marca de Tiempo de Modificación,Active,d007664,424017.0,,,No,,,2017-08-09 00:00:00,2017-05-02 00:00:00,1.6.0,ModificationTimestamp Field (ContactListings),https://ddwiki.reso.org/pages/viewpage.action?pageId=1135324,1135324,,,
ContactListings,PortalLastVisitedTimestamp,Portal Last Visited Timestamp,The date/time the listing was last viewed by the contact.,,Timestamp,,27.0,,,,Marca de Tiempo Última Visita al Portal,Active,a5ad09f,424018.0,,,No,,,2017-08-09 00:00:00,2017-05-02 00:00:00,1.6.0,PortalLastVisitedTimestamp Field,https://ddwiki.reso.org/display/DDW20/PortalLastVisitedTimestamp+Field,1135330,,,
ContactListings,ResourceName,Resource Name,The name of the resource where the listing record is located.,,"String List, Single",,50.0,,,,Nombre de Recurso,Active,9e71df4,424019.0,Open with Enumerations,ResourceName,No,,,2018-12-26 00:00:00,2017-09-26 00:00:00,1.6.0,ResourceName Field,https://ddwiki.reso.org/display/DDW20/ResourceName+Field,2116303,,,
Contacts,Anniversary,Anniversary,"The month, day and year of the contact's wedding anniversary.",,Date,,24.0,,,,Aniversario,Active,d610d9f,150068.0,,,No,,,2013-05-21 00:00:00,2012-12-12 00:00:00,,Anniversary Field,https://ddwiki.reso.org/display/DDW20/Anniversary+Field,1135083,,,
Contacts,AssistantEmail,Assistant Email,The email address of the contact's assistant.,,String,,80.0,,,,Email de Asistente,Active,a73c99e,150076.0,,,No,,,2013-05-21 00:00:00,2012-12-12 00:00:00,,AssistantEmail Field,https://ddwiki.reso.org/display/DDW20/AssistantEmail+Field,1135088,,,
