host_resource,host_field,fk_stem,candidate_satellite,candidate_simple_type,target_resource,target_field,name_match_score,name_match_kind,jaccard,type_match,lookup_match,signals_fired,recommendation,notes
Property,ListAgentKey,ListAgent,ListAgentDirectPhone,String,Member,MemberDirectPhone,1.00,target_prefix,1.000,1.0,1,A|B|C|D,drop_from_host,
Property,ListAgentKey,ListAgent,ListAgentEmail,String,Member,MemberEmail,1.00,target_prefix,1.000,1.0,1,A|B|C|D,drop_from_host,
Property,ListAgentKey,ListAgent,ListAgentFax,String,Member,MemberFax,1.00,target_prefix,1.000,1.0,1,A|B|C|D,drop_from_host,
Property,ListAgentKey,ListAgent,ListAgentFirstName,String,Member,MemberFirstName,1.00,target_prefix,1.000,1.0,1,A|B|C|D,drop_from_host,
Property,ListAgentKey,ListAgent,ListAgentFullName,String,Member,MemberFullName,1.00,target_prefix,0.667,1.0,1,A|B|C|D,drop_from_host,
Property,ListAgentKey,ListAgent,ListAgentHomePhone,String,Member,MemberHomePhone,1.00,target_prefix,1.000,1.0,1,A|B|C|D,drop_from_host,
Property,ListAgentKey,ListAgent,ListAgentLastName,String,Member,MemberLastName,1.00,target_prefix,1.000,1.0,1,A|B|C|D,drop_from_host,
Property,ListAgentKey,ListAgent,ListAgentMiddleName,String,Member,MemberMiddleName,1.00,target_prefix,1.000,1.0,1,A|B|C|D,drop_from_host,
Property,ListAgentKey,ListAgent,ListAgentMlsId,String,Member,MemberMlsId,1.00,target_prefix,1.000,1.0,1,A|B|C|D,drop_from_host,id_suffix_threshold_0.7
Property,ListAgentKey,ListAgent,ListAgentMobilePhone,String,Member,MemberMobilePhone,1.00,target_prefix,1.000,1.0,1,A|B|C|D,drop_from_host,
Property,ListAgentKey,ListAgent,ListAgentNamePrefix,String,Member,MemberNamePrefix,1.00,target_prefix,1.000,1.0,1,A|B|C|D,drop_from_host,
Property,ListAgentKey,ListAgent,ListAgentNameSuffix,String,Member,MemberNameSuffix,1.00,target_prefix,0.714,1.0,1,A|B|C|D,drop_from_host,
Property,ListAgentKey,ListAgent,ListAgentOfficePhone,String,Member,MemberOfficePhone,1.00,target_prefix,1.000,1.0,1,A|B|C|D,drop_from_host,
Property,ListAgentKey,ListAgent,ListAgentOfficePhoneExt,String,Member,MemberOfficePhoneExt,1.00,target_prefix,1.000,1.0,1,A|B|C|D,drop_from_host,
Property,ListAgentKey,ListAgent,ListAgentPager,String,Member,MemberPager,1.00,target_prefix,1.000,1.0,1,A|B|C|D,drop_from_host,
Property,ListAgentKey,ListAgent,ListAgentPreferredPhone,String,Member,MemberPreferredPhone,1.00,target_prefix,1.000,1.0,1,A|B|C|D,drop_from_host,
Property,ListAgentKey,ListAgent,ListAgentPreferredPhoneExt,String,Member,MemberPreferredPhoneExt,1.00,target_prefix,1.000,1.0,1,A|B|C|D,drop_from_host,
Property,ListAgentKey,ListAgent,ListAgentStateLicense,String,Member,MemberStateLicense,1.00,target_prefix,0.714,1.0,1,A|B|C|D,drop_from_host,
Property,ListAgentKey,ListAgent,ListAgentTollFreePhone,String,Member,MemberTollFreePhone,1.00,target_prefix,1.000,1.0,1,A|B|C|D,drop_from_host,
Property,ListAgentKey,ListAgent,ListAgentURL,String,Member,,0.00,no_match,0.000,0.0,0,A,keep_both,no_child_match
Property,ListAgentKey,ListAgent,ListAgentVoiceMail,String,Member,MemberVoiceMail,1.00,target_prefix,1.000,1.0,1,A|B|C|D,drop_from_host,
Property,ListAgentKey,ListAgent,ListAgentVoiceMailExt,String,Member,MemberVoiceMailExt,1.00,target_prefix,1.000,1.0,1,A|B|C|D,drop_from_host,
Property,ListOfficeKey,ListOffice,ListOfficeAOR,"String List, Single",Office,OfficeAOR,1.00,target_prefix,1.000,1.0,1,A|B|C|D,drop_from_host,
Property,ListOfficeKey,ListOffice,ListOfficeEmail,String,Office,OfficeEmail,1.00,target_prefix,1.000,1.0,1,A|B|C|D,drop_from_host,
Property,ListOfficeKey,ListOffice,ListOfficeFax,String,Office,OfficeFax,1.00,target_prefix,1.000,1.0,1,A|B|C|D,drop_from_host,
Property,ListOfficeKey,ListOffice,ListOfficeMlsId,String,Office,OfficeMlsId,1.00,target_prefix,1.000,1.0,1,A|B|C|D,drop_from_host,id_suffix_threshold_0.7
Property,ListOfficeKey,ListOffice,ListOfficeName,String,Office,OfficeName,1.00,target_prefix,0.600,1.0,1,A|B|C|D,drop_from_host,
Property,ListOfficeKey,ListOffice,ListOfficePhone,String,Office,OfficePhone,1.00,target_prefix,1.000,1.0,1,A|B|C|D,drop_from_host,
Property,ListOfficeKey,ListOffice,ListOfficePhoneExt,String,Office,OfficePhoneExt,1.00,target_prefix,1.000,1.0,1,A|B|C|D,drop_from_host,
Property,ListOfficeKey,ListOffice,ListOfficeURL,String,Office,,0.00,no_match,0.000,0.0,0,A,keep_both,no_child_match
Property,ListTeamKey,ListTeam,ListTeamName,String,Teams,TeamName,1.00,target_singular_prefix,0.125,1.0,1,A|B|D,review,name_type_match_but_definitions_differ
Property,OriginatingSystemID,OriginatingSystem,OriginatingSystemKey,String,OUID,,0.00,no_match,0.000,0.0,0,A,keep_both,no_child_match
Property,OriginatingSystemID,OriginatingSystem,OriginatingSystemName,String,OUID,,0.00,no_match,0.000,0.0,0,A,keep_both,no_child_match
Property,SourceSystemID,SourceSystem,SourceSystemKey,String,OUID,,0.00,no_match,0.000,0.0,0,A,keep_both,no_child_match
Property,SourceSystemID,SourceSystem,SourceSystemName,String,OUID,,0.00,no_match,0.000,0.0,0,A,keep_both,no_child_match
PropertyGreenVerification,ListingKey,Listing,ListingId,String,Property,,0.00,no_match,0.000,0.0,0,A,keep_both,no_child_match
PropertyPowerProduction,ListingKey,Listing,ListingId,String,Property,,0.00,no_match,0.000,0.0,0,A,keep_both,no_child_match
PropertyRooms,ListingKey,Listing,ListingId,String,Property,,0.00,no_match,0.000,0.0,0,A,keep_both,no_child_match
PropertyUnitTypes,ListingKey,Listing,ListingId,String,Property,,0.00,no_match,0.000,0.0,0,A,keep_both,no_child_match
SavedSearch,MemberKey,Member,MemberMlsId,String,Member,MemberMlsId,1.00,target_prefix,1.000,1.0,1,A|B|C|D,drop_from_host,id_suffix_threshold_0.7
Showing,ShowingAgentKey,ShowingAgent,ShowingAgentMlsID,String,Member,MemberMlsId,0.80,target_prefix_casefold,0.667,1.0,1,A|B|C|D,drop_from_host,
ShowingAppointment,ShowingAgentKey,ShowingAgent,ShowingAgentMlsId,String,Member,MemberMlsId,1.00,target_prefix,0.667,1.0,1,A|B|C|D,review,jaccard_0.67_below_id_threshold_0.7
ShowingRequest,ShowingAgentKey,ShowingAgent,ShowingAgentMlsId,String,Member,MemberMlsId,1.00,target_prefix,0.667,1.0,1,A|B|C|D,review,jaccard_0.67_below_id_threshold_0.7
TeamMembers,MemberKey,Member,MemberLoginId,String,Member,MemberLoginId,1.00,target_prefix,1.000,1.0,1,A|B|C|D,drop_from_host,id_suffix_threshold_0.7
TeamMembers,MemberKey,Member,MemberMlsId,String,Member,MemberMlsId,1.00,target_prefix,1.000,1.0,1,A|B|C|D,drop_from_host,id_suffix_threshold_0.7
TeamMembers,TeamKey,Team,TeamImpersonationLevel,"String List, Single",Teams,,0.00,no_match,0.000,0.0,0,A,keep_both,no_child_match
TeamMembers,TeamKey,Team,TeamMemberKey,String,Teams,,0.00,no_match,0.000,0.0,0,A,keep_both,no_child_match
TeamMembers,TeamKey,Team,TeamMemberStateLicense,String,Teams,,0.00,no_match,0.000,0.0,0,A,keep_both,no_child_match
TeamMembers,TeamKey,Team,TeamMemberType,"String List, Single",Teams,,0.00,no_match,0.000,0.0,0,A,keep_both,no_child_match
